filepath,start_time,train_test_split,end_time,method,number of sample,test_return_mean,test_return_std,Sharper ratio,Loss_Probability,Conditional Loss,VaR,CVaR
../factor model/30_Industry_Portfolios_Daily.csv,20120101,20161231,20170401,naive policy 1/N portfolios,62,0.08690860215053764,0.5467659369916147,0.15895028616581594,0.4838709677419355,0.34195555555555557,0.6639666666666666,0.0595268817204301
../factor model/30_Industry_Portfolios_Daily.csv,20120101,20161231,20170401,Markowitz_revised,62,0.09395169794321072,0.3398526226141277,0.2764483534672748,0.43548387096774194,0.22090193198677716,0.41865233083665976,0.03319413373339821
../factor model/30_Industry_Portfolios_Daily.csv,20120101,20161231,20170401,SAA_CVaR,62,0.0768877287248261,0.3921356185800511,0.19607433010865383,0.46774193548387094,0.27014198762848485,0.5630594227569916,0.041391358759401864
../factor model/30_Industry_Portfolios_Daily.csv,20120101,20161231,20170401,Popescu 2007,62,0.09488344977738684,0.3606104604683027,0.263118961258549,0.43548387096774194,0.24051019187239486,0.45375226286526554,0.036259967723920865
../factor model/30_Industry_Portfolios_Daily.csv,20120101,20161231,20170401,Popescu 2 cluster portfolios (3factor),62,0.07997063059579201,0.3752639253239872,0.21310503141688536,0.46774193548387094,0.25738757934801426,0.45778774939067124,0.03510602722314251
../factor model/30_Industry_Portfolios_Daily.csv,20120101,20161231,20170401,Popescu 2 cluster portfolios (3factor) bs,62,0.07993817804003753,0.3756315942172463,0.21281004918293783,0.46774193548387094,0.2577816237652403,0.45822893905771583,0.035126924807120014
../factor model/30_Industry_Portfolios_Daily.csv,20120101,20161231,20170401,Popescu 3 cluster portfolios (3factor),62,0.09990327397538723,0.38328572569464137,0.26064960753320315,0.45161290322580644,0.23211512595685838,0.3943172586094907,0.03830045097148662
../factor model/30_Industry_Portfolios_Daily.csv,20120101,20161231,20170401,Popescu 3 cluster portfolios (3factor) bs,62,0.09978322716598945,0.3837832206512789,0.25999893115873496,0.45161290322580644,0.2330641452623721,0.39376161178047836,0.03824126280131891
../factor model/30_Industry_Portfolios_Daily.csv,20120101,20161231,20170401,Popescu 4 cluster portfolios (3factor),62,0.09505101393456442,0.378704861265269,0.25098968525778875,0.43548387096774194,0.2428264032788483,0.39258200860349135,0.037023376515650325
../factor model/30_Industry_Portfolios_Daily.csv,20120101,20161231,20170401,Popescu 4 cluster portfolios (3factor) bs,62,0.09487089765668041,0.3789446759090804,0.250355536541283,0.43548387096774194,0.24335146590021162,0.39278965885091444,0.03696938240771264
