filepath,start_time,train_test_split,end_time,method,number of sample,test_return_mean,test_return_std,Sharper ratio,Loss_Probability,Conditional Loss,VaR,CVaR
../factor model/10_Industry_Portfolios_Monthly.csv,200701,201112,201301,naive policy 1/N portfolios,12,1.3003333333333333,2.5428480860816065,0.511368862517099,0.25,2.2783333333333333,2.8265999999999996,0.4403333333333333
../factor model/10_Industry_Portfolios_Monthly.csv,200701,201112,201301,Markowitz_revised,12,0.8009745547135977,1.8213858490118,0.43976105071210997,0.4166666666666667,1.1007050693984264,1.6298768762811096,0.1752812228792128
../factor model/10_Industry_Portfolios_Monthly.csv,200701,201112,201301,SAA_CVaR,12,1.2054156444415847,1.8622342237055887,0.6472953987726496,0.25,1.587988692708415,1.8141739341287058,0.2279853740186724
../factor model/10_Industry_Portfolios_Monthly.csv,200701,201112,201301,Popescu 2007,12,0.8039323144283368,1.820884643990952,0.44150644967069724,0.4166666666666667,1.0939271907508392,1.622025913158214,0.17537048104201305
../factor model/10_Industry_Portfolios_Monthly.csv,200701,201112,201301,Popescu 2 cluster portfolios (3factor),12,0.9953915073795789,1.7722085244630674,0.5616672607311582,0.3333333333333333,1.0644756863747082,1.5910213421390276,0.19649210330713165
../factor model/10_Industry_Portfolios_Monthly.csv,200701,201112,201301,Popescu 2 cluster portfolios (3factor) bs,12,0.9621945731837543,1.7724562658212715,0.5428594159066145,0.3333333333333333,1.12775868530952,1.6851206721252265,0.1957291525839134
../factor model/10_Industry_Portfolios_Monthly.csv,200701,201112,201301,Popescu 3 cluster portfolios (3factor),12,1.0136797828663158,1.9340062692187132,0.5241346933564054,0.25,1.8243584673679836,2.0702311809420535,0.264599259937592
../factor model/10_Industry_Portfolios_Monthly.csv,200701,201112,201301,Popescu 3 cluster portfolios (3factor) bs,12,0.9908352899621593,1.9437118584121698,0.509764492959146,0.25,1.8722909405032262,2.130117829261908,0.2621324741781232
../factor model/10_Industry_Portfolios_Monthly.csv,200701,201112,201301,Popescu 4 cluster portfolios (3factor),12,1.038709174050914,1.7739742587186484,0.5855266326136995,0.25,1.4369708091458728,1.7047253355879424,0.22350611578235358
../factor model/10_Industry_Portfolios_Monthly.csv,200701,201112,201301,Popescu 4 cluster portfolios (3factor) bs,12,0.9970598026956492,1.766269329535348,0.5645004337803597,0.25,1.5383713118452143,1.8092507560479745,0.20374199792441214
../factor model/10_Industry_Portfolios_Monthly.csv,200701,201112,201301,Popescu 5 cluster portfolios (3factor),12,1.058323326212547,1.9258018352276929,0.5495494431738448,0.25,1.6259904487360517,1.95704505518256,0.27493170431165437
../factor model/10_Industry_Portfolios_Monthly.csv,200701,201112,201301,Popescu 5 cluster portfolios (3factor) bs,12,1.0023336847730995,1.8858527124610562,0.5315015738769144,0.25,1.7594568964676232,2.01202080661478,0.23917842862525404
../factor model/10_Industry_Portfolios_Monthly.csv,200701,201112,201301,Popescu 2 cluster portfolios (return),12,0.8816980234640125,1.721688786684586,0.5121123110535423,0.4166666666666667,0.8594445705317004,1.4506108478674218,0.18690494191761198
../factor model/10_Industry_Portfolios_Monthly.csv,200701,201112,201301,Popescu 2 cluster portfolios (return) bs,12,0.8487281046869506,1.7082551240913453,0.49683919732914944,0.3333333333333333,1.0789811191745997,1.5304307786764073,0.18229404784952377
../factor model/10_Industry_Portfolios_Monthly.csv,200701,201112,201301,Popescu 3 cluster portfolios (return),12,1.0044587006522427,1.8458135509332407,0.5441821034114686,0.25,1.7025354899594456,1.9690607224551733,0.23128825611325457
../factor model/10_Industry_Portfolios_Monthly.csv,200701,201112,201301,Popescu 3 cluster portfolios (return) bs,12,0.9879937795453307,1.8606894328010637,0.5309826358598784,0.25,1.7426933768931405,2.0178405086553526,0.22982621606904094
../factor model/10_Industry_Portfolios_Monthly.csv,200701,201112,201301,Popescu 4 cluster portfolios (return),12,1.0055967023389614,1.8705609132493655,0.5375909948808519,0.25,1.6931437056776277,1.9847421101951128,0.26966135094983085
../factor model/10_Industry_Portfolios_Monthly.csv,200701,201112,201301,Popescu 4 cluster portfolios (return) bs,12,0.9863190800871204,1.8801458948329994,0.5245970979154937,0.25,1.7517881119364895,2.004832224180351,0.26412138385770106
../factor model/10_Industry_Portfolios_Monthly.csv,200701,201112,201301,Popescu 5 cluster portfolios (return),12,1.1006966960962554,2.5533730850694734,0.43107554572907514,0.3333333333333333,1.9232211056019564,3.3748894799792692,0.4188231994625263
../factor model/10_Industry_Portfolios_Monthly.csv,200701,201112,201301,Popescu 5 cluster portfolios (return) bs,12,1.0989666838509728,2.5613536573274858,0.42905698738909553,0.3333333333333333,1.9396783491906089,3.40177466874123,0.41882940280853664
""
filepath,start_time,train_test_split,end_time,method,number of sample,test_return_mean,test_return_std,Sharper ratio,Loss_Probability,Conditional Loss,VaR,CVaR
../factor model/10_Industry_Portfolios_Monthly.csv,200701,201112,201401,naive policy 1/N portfolios,24,1.892541666666667,2.5217197501435185,0.7504964287006742,0.20833333333333334,2.0757999999999996,2.5193999999999996,0.3376666666666666
../factor model/10_Industry_Portfolios_Monthly.csv,200701,201112,201401,Markowitz_revised,24,1.3395757941425508,2.5577850465254195,0.5237249298811388,0.2916666666666667,1.8838490093480218,3.378378570904805,0.32014240493516755
../factor model/10_Industry_Portfolios_Monthly.csv,200701,201112,201401,SAA_CVaR,24,1.7860634219886988,2.4320037845323283,0.7343999352912837,0.25,1.4986553376298002,2.4844652461980608,0.2863365376655947
../factor model/10_Industry_Portfolios_Monthly.csv,200701,201112,201401,Popescu 2007,24,1.3434622336837334,2.5580352903640393,0.5251930021233376,0.2916666666666667,1.876453103151005,3.3628264555648504,0.31939732367928503
../factor model/10_Industry_Portfolios_Monthly.csv,200701,201112,201401,Popescu 2 cluster portfolios (3factor),24,1.5624612799518072,2.466238907615664,0.6335401145148503,0.2916666666666667,1.4784184346462677,2.3001406784421317,0.26957297935692054
../factor model/10_Industry_Portfolios_Monthly.csv,200701,201112,201401,Popescu 2 cluster portfolios (3factor) bs,24,1.5192109490609873,2.445924923272789,0.6211192071374763,0.25,1.8009927472198008,2.3256361327717054,0.2687088776520457
../factor model/10_Industry_Portfolios_Monthly.csv,200701,201112,201401,Popescu 3 cluster portfolios (3factor),24,1.5901081475335694,2.405083241241502,0.6611447455401821,0.25,1.756183067991122,2.873838408804088,0.29540696137791483
../factor model/10_Industry_Portfolios_Monthly.csv,200701,201112,201401,Popescu 3 cluster portfolios (3factor) bs,24,1.5593429658723832,2.3939662727900863,0.6513637988955551,0.25,1.7988634753991244,2.868642818987458,0.29411177944167693
../factor model/10_Industry_Portfolios_Monthly.csv,200701,201112,201401,Popescu 4 cluster portfolios (3factor),24,1.5964846451350507,2.3746090226439005,0.6723147389364829,0.20833333333333334,1.945530856525598,2.476915188935591,0.2826859663166616
../factor model/10_Industry_Portfolios_Monthly.csv,200701,201112,201401,Popescu 4 cluster portfolios (3factor) bs,24,1.5476994289523123,2.383275647817245,0.6494000936777051,0.20833333333333334,2.0908985902287793,2.336186766458652,0.2735066836091937
../factor model/10_Industry_Portfolios_Monthly.csv,200701,201112,201401,Popescu 5 cluster portfolios (3factor),24,1.657386776457187,2.388094916898412,0.694020478302325,0.25,1.6115434314738966,2.4823232988081227,0.28458441045606236
../factor model/10_Industry_Portfolios_Monthly.csv,200701,201112,201401,Popescu 5 cluster portfolios (3factor) bs,24,1.6201404025532338,2.3901494940596972,0.6778406148150198,0.20833333333333334,2.043729323839085,2.3738458714366666,0.2775144999772439
