Date,SMALL LoBM,ME1 BM2,SMALL HiBM,BIG LoBM,ME2 BM2,BIG HiBM
195911,3.8864,2.0348,0.5301,3.0126,-0.102,-0.1725
195912,3.34,2.4239,2.0885,2.9781,2.5116,4.16
196001,-5.7876,-3.1988,-2.9368,-8.2071,-4.3931,-5.5931
196002,2.0772,1.453,0.5015,1.3139,2.2903,-1.0929
196003,-2.3385,-2.4016,-3.8293,-0.8789,-1.0768,-5.0967
196004,0.0545,-2.1162,-2.9614,-1.5721,-1.3525,-3.0143
196005,5.3034,1.8239,2.373,4.31,1.8242,-0.2716
196006,2.3479,2.6483,1.432,2.5669,1.7271,2.7993
196007,-3.3576,-1.8516,-1.4532,-3.4769,-0.2827,-1.329
196008,4.1524,3.5214,4.2069,2.7378,4.1493,2.3076
196009,-7.7131,-5.8297,-6.0948,-6.7352,-4.3666,-5.1993
196010,-6.4399,-2.3666,-2.7766,-0.614,-0.0299,0.9197
196011,6.4668,4.9761,3.0027,5.4248,3.9959,3.9824
196012,4.1297,3.4545,2.3983,3.5644,7.3778,3.7117
196101,7.3291,7.7905,9.601,4.9162,7.7785,10.0509
196102,7.9574,6.3176,7.3937,4.0441,2.5629,3.1311
196103,7.346,4.877,5.9239,2.1715,4.0899,2.0627
196104,1.0398,0.3125,2.2898,-0.3161,1.1197,2.5359
196105,3.4933,4.9782,4.8474,3.1987,1.4801,2.7989
196106,-5.8184,-4.5223,-5.5077,-2.2745,-3.2166,-2.9471
196107,-0.5142,1.3358,1.2938,3.1445,3.5134,1.1069
196108,0.7691,0.3616,1.1057,3.2081,1.9707,2.3178
196109,-4.6924,-3.2101,-3.232,-1.1548,-3.0377,-3.7848
196110,0.8745,3.3392,0.2674,2.2909,3.891,3.1343
196111,6.5024,5.732,4.7471,4.8606,4.1548,4.2425
196112,-1.2784,0.299,0.3744,-0.2203,0.3277,1.7876
196201,-2.605,-0.8195,2.2124,-4.9993,-1.9262,0.3601
196202,0.7054,0.7375,1.7911,1.8737,2.3478,2.4867
196203,0.4216,-1.032,-0.6306,-0.3647,-0.2974,-2.1742
196204,-6.3111,-7.3386,-6.7763,-6.643,-5.6152,-6.1186
196205,-12.252,-10.3166,-9.5466,-9.0686,-6.8229,-6.2218
196206,-9.7765,-7.4773,-7.0701,-9.0138,-6.9476,-6.6481
196207,8.943,5.835,6.5411,8.0744,5.1904,3.5891
196208,4.5675,3.481,2.4746,2.7386,1.6589,2.4451
196209,-8.0572,-7.0728,-6.2278,-5.0353,-4.6285,-4.403
196210,-4.9603,-3.2299,-2.0814,0.6094,0.6967,0.3193
196211,14.9374,13.5932,14.4039,11.2849,9.9807,13.8453
196212,-3.5883,-1.4287,-2.1811,1.5422,1.8405,0.8045
196301,7.6553,8.128,9.8682,4.9136,4.341,7.2202
196302,-2.5588,-1.5295,0.0121,-2.7989,-1.8255,-0.9463
196303,-0.0316,1.7036,2.4004,3.417,3.3436,5.1776
196304,3.6602,2.8025,4.865,4.9405,4.5555,5.7538
196305,1.8071,3.2564,5.4192,2.2813,1.1592,3.6726
196306,-1.2773,-1.9678,-1.7384,-2.32,-1.4621,-0.4515
196307,-1.0781,-0.6144,-1.1591,-0.0296,0.4589,-1.5991
196308,4.4508,4.4668,5.7608,5.395,4.6761,7.4206
196309,-3.0662,-0.5101,-1.9386,-1.0517,-1.7246,-1.8235
196310,1.1622,1.7315,2.6987,3.8542,1.2362,2.1259
196311,-2.8656,-1.2746,-0.3295,-0.2497,-1.4575,0.6373
196312,0.3533,0.5127,0.2484,2.0501,3.0598,1.9155
196401,0.7687,2.6368,4.0264,2.6907,2.7024,2.6105
196402,1.5844,2.12,4.178,1.4245,1.6629,4.4839
196403,0.6098,4.046,5.2302,0.9294,3.0484,2.9478
196404,-1.693,-0.3104,-1.4658,0.4271,1.1275,-0.9031
196405,0.9213,1.1138,2.1592,1.5312,1.1238,4.2462
196406,1.3068,1.3056,1.9618,1.6733,1.2985,2.3789
196407,1.6024,3.0137,2.6539,1.9088,2.3082,2.2219
196408,-1.4742,-0.4014,-1.2188,-1.2258,-0.857,-1.2942
196409,3.473,2.8201,3.6028,2.3409,3.5645,5.5135
196410,1.0474,1.3289,2.3046,0.2888,1.7737,1.3198
196411,-0.086,-0.3844,0.088,0.4916,0.9448,-3.6472
196412,0.3974,-0.8454,-1.5397,1.1309,-0.2962,-2.0315
196501,6.9458,5.9478,6.6221,3.9418,2.8474,4.6225
196502,3.624,3.4596,4.3283,0.5735,0.0928,0.3012
196503,0.8872,0.6062,1.5148,-1.1577,-1.6025,0.3921
196504,2.9677,4.4571,5.344,3.8153,2.4893,2.8686
196505,-0.0567,-0.9088,-1.3402,-0.2649,0.0594,-2.234
196506,-9.9206,-8.8223,-8.5942,-4.5547,-4.9546,-4.7754
196507,2.522,3.0982,4.0875,1.3266,1.6424,4.1297
196508,6.5974,5.0216,5.0927,2.9255,2.8374,2.504
196509,3.8159,3.8351,3.8155,3.7793,2.2599,3.5859
196510,5.9405,5.4613,6.3147,2.8273,1.9529,5.4895
196511,3.984,4.8796,4.709,0.0038,-0.1647,-0.2972
196512,3.9438,3.4842,4.6346,0.8566,0.8886,4.0673
196601,4.4133,5.6317,6.9139,-0.2141,1.2296,4.269
196602,3.9294,3.1384,3.4968,-1.6261,-0.7942,-0.6484
196603,-0.3605,-2.9836,-2.044,-1.5456,-2.6555,-4.0093
196604,5.7699,4.8122,5.5394,2.4074,1.8058,1.5507
196605,-10.0905,-9.9717,-10.3267,-4.1864,-5.0644,-7.0464
196606,0.8238,0.0324,-0.018,-1.9868,-0.0941,-0.1531
196607,-2.2479,-1.6982,-0.7616,-1.6055,-0.5971,-1.1716
196608,-11.1086,-9.8053,-10.4273,-7.6603,-6.5901,-7.4089
196609,-2.0154,-0.9818,-1.4725,-0.9884,0.1878,-0.4714
196610,-3.8933,-0.1513,-0.14,3.2486,7.2565,5.238
196611,7.3438,4.6505,2.7698,3.7425,-1.0338,-0.6045
196612,3.329,2.8074,0.4993,-0.3715,1.4002,0.028
196701,17.7025,16.3416,17.6427,7.9254,6.3614,12.4342
196702,4.6366,2.8555,3.2639,2.021,-0.3606,-0.9366
196703,5.7972,6.4863,5.6839,4.2874,3.7584,5.0196
196704,5.6739,3.9228,3.2167,5.988,1.7954,3.1624
196705,-1.5407,-1.0219,-2.4795,-4.9868,-3.5473,-2.4474
196706,9.3957,8.1244,8.3309,1.4421,2.093,4.4288
196707,7.2235,7.4868,10.1729,4.9121,3.4756,7.2623
196708,-0.4499,0.7781,0.5796,-0.7537,-0.9064,1.1468
196709,6.8646,5.2991,4.6934,3.8105,2.6884,1.0512
196710,-0.7762,-2.2939,-3.482,-1.4883,-3.7601,-5.5554
196711,1.2915,1.3678,-0.8513,1.0932,0.2879,-0.1845
196712,10.8865,7.5066,8.2271,2.1521,3.2351,4.0351
196801,-1.3955,0.8374,3.411,-6.1768,-1.2258,-1.4761
196802,-7.4186,-5.0727,-5.0878,-3.3154,-2.0978,-3.3147
196803,-0.7833,-1.071,-0.5123,1.8301,-0.7213,0.3795
196804,17.1583,14.3274,13.333,10.2278,5.3845,12.0029
196805,9.7866,8.2643,8.8977,2.4655,0.1459,5.0388
196806,-0.1852,1.4543,1.4635,-0.015,3.5863,-0.3276
196807,-5.7994,-2.2761,0.2182,-4.5176,0.1274,0.4299
196808,3.9511,3.3569,4.7054,1.1686,1.4001,2.4167
196809,7.3832,6.8764,6.4221,3.3422,4.2753,4.7739
196810,-0.6309,2.1714,1.3402,-0.5914,1.6552,3.2262
196811,8.5377,8.265,6.7725,5.4941,5.5629,5.4521
196812,0.2747,-0.4841,-1.0729,-4.8101,-3.3509,-3.4288
196901,-1.7789,-1.0602,-0.7044,-1.8313,0.1474,0.4821
196902,-10.3901,-8.101,-7.4991,-3.9436,-5.3516,-5.0268
196903,3.0556,2.2436,3.1935,3.8966,2.5093,2.8456
196904,0.8184,1.8446,1.2224,3.2362,0.3857,2.9017
196905,-0.272,0.762,0.1253,-0.1556,0.679,0.9003
196906,-12.2166,-11.1331,-10.9848,-3.43,-7.9065,-6.8363
196907,-11.3047,-9.4389,-7.2856,-4.8298,-7.557,-6.0112
196908,7.3535,5.4702,3.7053,6.7044,4.3802,2.6219
196909,-0.5355,-2.0251,-2.7291,-0.5645,-3.5582,-4.7588
196910,11.0171,7.953,7.0784,6.2372,4.5632,3.8048
196911,-5.5536,-5.1425,-6.4108,-2.1373,-3.8391,-3.5268
196912,-5.103,-5.2096,-6.6615,0.1676,-1.8269,-4.3182
197001,-6.0745,-5.1124,-2.3747,-8.0621,-8.5096,-5.6797
197002,2.5803,3.526,6.1994,3.6058,7.8464,8.0637
197003,-5.3084,-1.1075,0.1495,-1.9099,1.4691,1.1248
197004,-20.8565,-13.924,-11.1768,-10.5894,-9.548,-7.4793
197005,-11.414,-10.526,-7.9967,-7.9879,-4.1648,-4.2096
197006,-9.023,-6.9387,-5.9592,-5.4299,-3.2738,-6.748
197007,7.5511,6.8145,6.7478,5.1336,9.7531,7.8581
197008,6.2739,6.983,6.5382,4.0866,5.2808,5.8817
197009,17.1452,10.7398,9.4198,7.297,0.2911,3.8647
197010,-6.8591,-6.9447,-4.1102,-0.6478,-1.5815,-2.851
197011,0.4285,1.9179,2.5194,5.1219,5.6812,6.2828
197012,7.9235,9.5759,9.3703,5.3396,6.7156,5.9034
197101,10.4475,12.9221,12.5917,4.7039,3.8331,5.3216
197102,4.623,3.2488,2.4432,2.3722,0.3439,1.966
197103,8.8668,5.135,4.6809,5.9343,3.081,2.042
197104,3.0239,3.9245,3.3154,3.9834,2.6307,5.1298
197105,-4.2549,-5.3894,-5.1899,-2.7124,-4.2686,-4.5429
197106,0.6017,-1.7105,-2.2326,1.1439,-0.0968,-0.1411
197107,-6.8923,-4.3205,-5.8675,-4.19,-3.5078,-4.8793
197108,4.3851,3.6604,6.7337,5.558,1.1701,8.5457
197109,0.8278,-0.7481,-2.1947,0.3953,-1.2281,-2.5023
197110,-6.2425,-4.2824,-6.597,-3.8639,-3.4777,-4.3757
197111,-2.8804,-2.2689,-4.1502,0.8825,-0.3936,-1.2416
197112,13.5572,11.0988,12.3224,9.0231,8.4432,9.5553
197201,9.2391,6.6521,10.6835,2.6754,0.3412,5.2069
197202,4.8732,3.0016,2.7703,4.4756,0.9957,1.06
197203,1.522,-0.1361,-0.525,2.2045,-1.3314,0.7867
197204,0.3817,1.1608,0.4361,0.7131,0.1165,1.1135
197205,-1.7621,-1.2886,-2.7892,3.0172,0.8649,-1.3384
197206,-3.3178,-2.6575,-3.0901,-1.0233,-2.766,-6.2808
197207,-5.2198,-3.0948,-2.0021,0.5624,-1.1176,-1.1041
197208,-0.9405,2.0534,2.5191,1.4261,7.1104,7.3516
197209,-3.422,-2.7356,-3.1588,-0.4663,-1.0635,0.2188
197210,-2.6305,-0.1358,-1.0478,0.4937,2.2611,1.651
197211,3.6455,5.7858,6.4206,2.9575,6.5148,9.7047
197212,-0.93,-1.0968,-2.2478,2.638,-0.7515,-0.5801
197301,-7.8476,-5.1105,-3.697,-2.6196,-2.1676,-1.4141
197302,-11.1287,-7.7494,-5.8562,-2.9916,-4.9055,-4.8659
197303,-4.2459,-2.5579,-1.2532,-1.3203,0.4931,1.2416
197304,-11.6688,-5.3574,-5.0007,-6.1038,-2.5566,-1.3958
197305,-10.128,-7.2301,-7.3329,-0.9327,-2.0738,-3.3133
197306,-5.4976,-2.8306,-2.6703,-0.914,-0.371,-0.863
197307,18.2152,10.2418,8.9078,6.3868,2.1811,5.0707
197308,-3.9136,-5.2015,-4.098,-3.3355,-2.9231,-0.8788
197309,10.9276,9.7179,8.489,2.227,9.0786,9.0159
197310,-2.4877,0.3122,0.9463,-0.1917,-0.2042,-0.1474
197311,-22.58,-17.7998,-16.1683,-12.5411,-10.0508,-10.8631
197312,-2.3482,-2.2695,-1.3201,-1.3028,5.3946,5.841
197401,7.4857,10.1917,13.9009,-1.1211,-1.0358,4.4528
197402,0.0551,0.4542,1.9426,-1.0888,1.2951,2.1103
197403,-0.3996,-0.6969,0.4518,-1.7974,-3.509,-2.8631
197404,-6.4225,-5.8706,-3.5868,-3.5637,-5.9045,-4.2885
197405,-7.219,-7.9345,-6.7469,-1.6056,-5.1256,-6.1535
197406,-3.2551,-2.4376,-1.2203,-2.0537,-1.7528,-2.4987
197407,-6.6183,-4.2468,-2.9921,-9.4335,-4.4055,-2.7839
197408,-9.465,-7.9662,-7.4409,-10.0776,-5.6487,-7.1108
197409,-11.7614,-7.0497,-7.2908,-13.6776,-6.066,-7.1702
197410,14.435,7.6359,7.9437,21.3957,11.2576,7.9021
197411,-5.1426,-4.3475,-5.5041,-4.0321,-3.4626,-3.9813
197412,-7.1184,-5.5941,-7.7422,-3.2633,-0.0309,-2.6419
197501,24.4572,26.822,30.5642,10.5497,16.9433,21.3261
197502,6.7129,3.1748,3.6834,8.1963,2.7863,2.1044
197503,7.6479,6.8648,8.3487,2.8911,1.5542,7.1649
197504,6.5168,3.3116,3.1669,5.6844,2.1014,6.8207
197505,10.2221,6.8458,6.8986,5.6654,5.856,0.9491
197506,6.9681,7.4171,6.2529,4.3148,6.3601,7.6772
197507,-2.9685,-2.4299,-2.5432,-7.5105,-3.9437,-4.543
197508,-4.6144,-4.2895,-6.6039,-2.2287,-1.6616,-2.0301
197509,-4.0093,-3.3391,-3.4523,-3.9223,-2.7077,-3.7902
197510,1.364,3.3715,2.0127,6.5303,5.8059,6.4848
197511,1.3142,2.3981,3.8226,3.0317,3.5573,4.5056
197512,-1.6262,-0.2514,-0.8825,-1.812,0.377,0.9543
197601,14.9845,18.4817,24.6191,10.7949,14.5525,18.3284
197602,6.6658,7.3209,12.2566,-1.3305,1.8502,4.635
197603,1.2523,1.5656,1.7553,2.8288,3.0117,2.2491
197604,-1.0214,-0.9442,-1.1125,-1.5931,0.236,-1.6193
197605,-0.8726,-2.0117,-3.5791,-0.607,-1.594,-0.5348
197606,3.9351,3.6456,3.8792,4.4603,5.1791,5.878
197607,-1.1176,0.6696,0.7838,-1.1998,0.2298,0.3881
197608,-3.4376,-1.3854,-1.2446,-0.3068,1.1819,-0.9139
197609,3.482,2.5092,2.2067,2.1953,3.1184,2.8993
197610,-2.7203,-1.441,-2.0864,-2.467,-1.1839,-3.3552
197611,3.6256,3.2067,3.8636,-0.7377,2.441,2.0466
197612,9.6023,9.5499,10.0553,4.7912,6.6248,8.7706
197701,0.8038,2.1876,3.2328,-6.3114,-1.5919,-0.2155
197702,-0.9563,-1.1973,0.102,-1.8672,-1.5213,-1.918
197703,0.2813,0.7437,0.1856,-1.6431,-0.6265,0.4974
197704,1.0662,1.2618,2.5357,-1.1132,2.0034,4.3186
197705,-0.7551,0.1126,0.7163,-1.7857,-0.0882,-1.5795
197706,7.4397,6.2113,6.9886,5.6696,3.7423,4.8443
197707,0.0455,0.0338,0.5661,-1.4759,-1.0434,-3.1819
197708,0.7371,-0.835,-1.4813,0.3474,-3.4641,-3.0151
197709,1.6349,1.7709,0.6209,-0.6959,1.0353,-0.6663
197710,-3.8505,-2.0867,-1.5527,-4.3183,-3.8008,-3.1798
197711,8.294,7.2947,8.1753,4.0251,3.8153,4.7651
197712,3.2436,1.4857,1.5477,0.2078,0.8742,1.1584
197801,-4.7046,-2.8126,-1.2119,-6.4232,-5.6667,-3.2906
197802,1.6027,2.5276,2.5275,-2.5376,0.3715,-1.9417
197803,6.4039,6.6466,7.0922,2.1851,3.6024,3.9046
197804,9.9589,7.5145,7.1372,11.0818,5.5243,6.8151
197805,7.17,5.8447,5.8004,1.9358,1.1421,2.0681
197806,-0.9624,1.1017,0.3994,-1.3946,-1.5562,-1.5832
197807,7.0016,4.9649,5.7498,6.8952,4.1188,5.9198
197808,8.2441,8.1119,8.8244,3.5345,4.4215,2.0308
197809,-1.8571,-0.3482,-0.6221,-2.5675,0.9786,-0.0593
197810,-23.1233,-18.3641,-18.7261,-9.9048,-9.0857,-11.5816
197811,8.8805,5.0184,4.379,2.9563,3.2587,3.026
197812,3.0458,1.9197,1.9457,2.8736,0.7123,-0.4034
197901,8.5598,7.9012,9.5887,3.2404,5.0763,6.745
197902,-3.4437,-2.2332,-1.9097,-3.7116,-2.3742,-2.8435
197903,11.6603,8.3317,8.4952,5.7099,5.6898,7.5316
197904,1.6512,2.9959,3.3129,0.1934,0.6016,0.6392
197905,-2.6615,-0.7591,0.6828,-1.8315,-1.275,-1.3339
197906,5.72,5.9604,6.1145,3.0983,5.5274,5.6676
197907,2.0217,4.073,3.0421,0.6137,1.7361,2.9978
197908,9.0758,7.3307,7.3741,6.7726,5.3925,5.3694
197909,0.7708,-1.0985,-1.0348,-0.8413,0.9916,-0.7686
197910,-9.2253,-10.5917,-11.3285,-6.6926,-6.113,-8.3086
197911,10.9038,6.8485,6.8465,6.5428,5.724,4.1018
197912,8.1159,5.2341,5.1436,2.9363,1.0965,1.9456
198001,7.8928,7.7621,8.4761,4.9028,6.3703,7.9211
198002,-0.4206,-2.8678,-2.7205,-3.1047,2.1306,0.4353
198003,-19.2997,-16.0687,-17.3152,-8.9436,-10.7644,-13.0539
198004,6.1275,6.4276,5.8736,3.7418,5.6677,6.112
198005,8.0681,7.9115,8.0813,5.6751,5.4611,6.45
198006,5.3345,4.3534,4.3043,3.1128,3.5063,2.3704
198007,13.3163,9.5813,7.2205,9.3329,5.2123,2.8301
198008,8.4819,4.9777,3.6366,2.1916,1.404,1.7532
198009,5.2516,2.9636,0.8596,4.1613,3.2619,-1.0227
198010,5.8292,2.3662,3.0313,1.8337,2.8231,-0.8442
198011,12.626,4.4264,2.5994,11.6348,13.4031,4.9575
198012,-5.3075,-1.8246,-1.3385,-2.1744,-4.6842,-0.7843
198101,-3.7772,0.7743,2.2624,-5.9945,-5.378,1.6469
198102,-0.7007,2.3706,2.783,2.8127,1.3039,1.2608
198103,7.6778,8.0099,7.65,3.7998,3.6234,5.1683
198104,2.5543,3.5483,3.8603,-2.1826,-2.1376,1.0263
198105,4.9349,2.9544,1.6953,0.8466,-0.4771,3.219
198106,-5.7354,0.7312,1.2991,-3.2283,2.0814,-0.0083
198107,-2.7609,-2.3668,-1.6447,1.3885,-0.5691,-1.0541
198108,-9.9997,-5.9071,-4.6918,-6.8185,-5.4809,-2.4474
198109,-10.2668,-6.5158,-4.8892,-6.3688,-5.9843,-1.3527
198110,10.4485,6.6838,5.7765,8.1493,3.9564,4.3999
198111,0.8821,4.9187,4.6107,4.0745,5.0811,4.138
198112,-2.3553,-0.9592,-1.502,-3.1208,-2.7162,-2.4951
198201,-4.8746,-3.2964,-0.8426,-1.8884,-3.6714,0.4261
198202,-7.4734,-3.0449,-0.7437,-7.4109,-3.3638,-1.9469
198203,-2.1889,-0.4372,1.4869,-1.9557,-0.5289,1.9291
198204,6.5308,5.6698,4.1286,5.7333,3.5043,2.5752
198205,-3.565,-2.2729,-0.9554,-3.4707,-2.2853,-2.453
198206,-3.5859,-1.6088,-1.3653,-2.5236,-1.16,-1.6734
198207,-2.4082,-0.5488,-1.031,-0.623,-4.2005,-1.6914
198208,8.1378,8.9416,8.1275,11.0106,13.1756,13.3375
198209,2.6413,4.7454,5.2369,1.9353,2.0233,0.0156
198210,15.8928,13.2494,11.6019,12.7782,11.2019,9.7019
198211,10.0172,8.4214,9.2281,7.0833,2.3148,3.951
198212,1.2965,1.2064,0.8462,1.1378,1.1486,1.6081
198301,9.7137,5.4516,4.9172,2.8091,3.3,5.8827
198302,4.2884,6.5793,7.0656,3.6547,2.3661,2.2079
198303,2.6531,6.3564,6.2707,2.4811,4.4898,3.003
198304,7.8405,7.9869,7.6335,5.7223,9.0259,7.1225
198305,7.9419,5.3743,5.0301,-0.1798,0.1228,-0.0676
198306,5.6345,4.4152,2.3964,5.2791,3.663,0.7814
198307,-5.8392,-0.0614,1.2931,-5.195,-2.7042,-1.0861
198308,-4.8093,-2.8243,-0.3277,-1.3215,0.9676,5.2949
198309,0.0867,2.4997,3.9947,2.5816,1.4622,0.8504
198310,-9.0334,-4.3934,-2.191,-3.5868,-0.9153,-0.3044
198311,4.7124,4.196,4.3882,2.8141,2.4615,1.9064
198312,-3.151,-0.4472,0.2001,-0.6756,-1.1446,-0.6935
198401,-4.225,-0.265,2.0876,-5.3208,0.5829,3.6219
198402,-6.9781,-4.9931,-3.5543,-4.7417,-4.2066,-1.4438
198403,0.1629,1.3451,2.2875,1.5738,1.5919,0.4112
198404,-1.2481,0.0846,-0.0154,0.4552,0.1732,1.8025
198405,-5.9813,-4.7858,-4.3905,-4.8086,-4.5694,-5.8792
198406,4.5325,2.0832,1.0757,4.4116,1.5686,2.6595
198407,-5.5765,-2.9884,-3.2625,-0.9827,-1.8896,-2.3216
198408,13.3793,10.3036,9.5312,11.2876,11.244,11.4395
198409,-2.7142,1.4458,2.3052,-2.4075,-0.3792,3.2179
198410,-2.2337,-0.3044,0.0415,0.7655,0.834,-0.4944
198411,-4.5448,-0.2778,0.3844,-2.2368,-1.326,0.9882
198412,2.036,1.6602,2.1318,2.6674,2.7077,2.2387
198501,15.0154,9.9733,8.6802,10.1192,8.128,5.602
198502,2.9272,2.849,1.7336,1.3026,1.6663,2.2489
198503,-3.2921,-1.2181,1.3999,-1.2762,-0.6107,2.2218
198504,-2.0402,0.1336,1.6356,-1.8521,-0.7741,1.9298
198505,4.2419,4.0696,3.2688,5.9749,7.1384,5.2195
198506,1.4058,2.5582,2.9999,1.5369,1.8626,1.4683
198507,2.7105,2.4994,1.1312,0.2126,-0.9607,-1.464
198508,-2.0378,0.0605,0.1766,-1.5269,-0.0734,0.814
198509,-7.2743,-4.2806,-4.1289,-3.8583,-2.7046,-4.369
198510,3.1995,3.7096,3.2546,3.9992,5.379,5.5046
198511,7.7531,7.0068,6.3281,9.0686,6.5907,4.7537
198512,4.9465,4.143,3.2439,5.7711,3.6346,4.4105
198601,2.3125,1.4855,2.6028,0.779,0.4019,1.5509
198602,7.3552,7.2573,6.5835,8.007,8.2425,6.8935
198603,4.2271,5.3835,5.2203,6.2192,5.8188,4.349
198604,2.2568,1.2876,0.4272,0.5443,-1.7868,-3.3177
198605,3.3599,5.2519,3.4915,5.4421,5.5245,5.0818
198606,-0.0621,0.9313,1.9782,1.8289,1.1621,2.5858
198607,-10.693,-8.7915,-5.6846,-7.2029,-5.1707,-2.6415
198608,2.1475,3.5668,4.5098,4.7727,8.5178,9.4544
198609,-8.2472,-4.8288,-4.7336,-10.0511,-7.4049,-7.1923
198610,4.3811,2.8232,1.8179,5.5927,5.3621,5.5069
198611,0.0724,-0.5992,0.4823,2.0394,2.1603,1.5049
198612,-3.1838,-2.8936,-1.9876,-2.4543,-2.9636,-2.9016
198701,12.5147,11.0978,9.0717,13.9091,13.2068,10.9867
198702,9.6082,6.7713,5.0631,7.4705,3.4575,0.0318
198703,1.2863,2.6613,3.6796,1.6617,2.2806,2.5831
198704,-2.6653,-3.035,-3.6621,-1.8357,-0.9494,-1.5002
198705,-0.2934,-0.0033,0.725,1.4688,-0.1668,0.703
198706,1.433,3.2576,3.5425,4.6655,5.412,4.6964
198707,2.1863,3.2746,5.3532,5.5834,3.5015,3.7397
198708,2.8752,3.7804,2.9831,4.6788,4.3486,2.7749
198709,-2.5655,-1.2601,-1.4018,-1.9305,-2.3035,-2.543
198710,-32.3704,-27.9761,-27.7156,-23.179,-20.2262,-19.3713
198711,-6.7168,-3.9474,-3.4462,-8.7953,-7.8408,-5.7914
198712,9.2956,6.9495,4.6018,9.1708,6.4054,4.8776
198801,2.1638,4.896,6.3471,2.0633,5.6221,8.033
198802,8.4511,7.9635,7.1215,5.4205,4.6036,3.4464
198803,3.7218,3.8933,3.3445,-3.0865,-3.2041,-1.2362
198804,1.3704,1.9419,2.5646,-0.6451,2.0897,1.5427
198805,-2.9212,-1.788,-0.4524,0.0007,0.633,2.1266
198806,7.6162,6.9554,6.2922,4.7746,5.638,3.9663
198807,-2.4485,-0.1038,0.3257,-1.5442,-0.268,0.2225
198808,-4.1199,-1.5511,-1.5742,-2.8804,-3.1205,-1.3656
198809,2.6871,2.9365,2.7791,5.076,3.4637,3.6226
198810,-2.027,-0.0766,0.643,2.2812,1.921,3.0299
198811,-3.8615,-2.535,-2.7076,-1.6748,-1.8614,-0.3537
198812,4.0772,3.8564,2.992,2.7748,1.5602,0.7505
198901,4.3506,4.515,5.3998,7.0727,6.5667,7.0389
198902,0.5036,0.7869,1.2577,-2.3422,-2.0505,-1.351
198903,2.5564,3.0258,3.4006,2.5206,1.6419,2.5989
198904,4.8201,4.3304,3.8807,5.9977,4.7726,4.0285
198905,4.643,3.7569,3.8104,4.7806,3.5797,3.9658
198906,-3.1054,-0.7588,-0.0717,-0.9556,-0.332,0.3938
198907,4.4953,4.064,3.4617,10.7874,7.1479,6.1483
198908,2.6322,2.8271,2.5697,1.0838,2.8565,2.5924
198909,1.3381,0.1404,-0.8525,0.5308,-0.7913,0.0327
198910,-5.0483,-5.7493,-6.4495,-1.394,-3.8911,-2.0542
198911,0.6622,0.7904,-0.1315,2.3829,1.7074,0.9362
198912,0.1274,-0.4229,-0.2384,1.6851,2.3927,2.6062
199001,-9.2083,-7.6785,-7.9364,-7.5057,-6.4104,-7.0454
199002,3.2399,2.6037,2.2963,0.3309,2.2349,2.4849
199003,4.4459,3.817,2.2986,4.1457,1.3523,0.4975
199004,-2.9244,-3.0821,-4.3912,-0.8968,-3.453,-4.5366
199005,8.5327,6.383,4.3293,10.8205,8.5793,7.5522
199006,1.1398,0.4424,0.058,1.2709,-2.4086,-1.5201
199007,-4.4987,-3.7656,-4.2386,-1.2768,-0.0354,-1.5607
199008,-14.7112,-12.2472,-11.3396,-9.7174,-7.9229,-9.9271
199009,-10.291,-8.3378,-8.1991,-5.7406,-3.7003,-6.3734
199010,-5.8831,-5.6077,-5.8695,0.343,-1.9623,0.7754
199011,8.995,6.4936,4.8588,7.3753,6.7959,5.1888
199012,4.1281,3.4824,2.8593,3.7486,2.4024,1.9443
199101,9.3118,8.2959,7.6516,6.3232,3.2563,4.3065
199102,11.7153,10.2401,11.3385,7.8078,6.5228,7.0995
199103,7.7699,5.2343,6.5688,4.0238,1.114,2.7702
199104,-0.6348,1.3519,1.6446,-0.2525,0.7967,0.3084
199105,4.3116,4.8248,2.6297,4.6697,2.9044,5.2189
199106,-5.3245,-3.2406,-4.09,-4.87,-4.3086,-3.6755
199107,4.2132,3.5171,3.0407,5.4237,4.0431,4.0955
199108,4.3956,3.1127,4.3133,3.3567,1.8204,1.8719
199109,1.2241,0.6795,-1.0737,-2.2021,0.0442,-1.8954
199110,3.0848,2.5711,1.9623,1.4948,1.6696,1.7663
199111,-4.7973,-3.7548,-5.5282,-2.4962,-4.5172,-5.6229
199112,10.16,6.7411,7.4969,14.436,7.6422,9.0348
199201,7.671,7.4575,10.4733,-2.2519,-1.5102,3.9572
199202,0.7575,2.8541,7.0165,0.3788,0.7404,6.8633
199203,-6.3401,-1.2339,-0.6913,-2.766,-1.28,-1.1175
199204,-5.5754,-2.3984,-1.0182,0.1709,4.969,4.2244
199205,-0.6765,0.9009,2.529,0.88,0.4617,0.2406
199206,-6.1653,-3.2256,-2.6887,-2.5002,-1.147,0.8324
199207,2.6125,3.3402,3.8159,4.3452,4.6585,2.0852
199208,-4.3357,-1.527,-2.6435,-1.1383,-2.1257,-4.8876
199209,1.4732,2.4633,1.4476,1.6215,0.8472,1.2231
199210,4.3779,2.5121,1.6484,2.3924,-0.9207,0.9211
199211,9.6328,6.4569,6.6998,4.5833,2.5561,4.5601
199212,2.5815,3.6694,4.9033,0.6943,2.1211,3.4063
199301,1.3105,4.014,6.5543,-1.1092,1.4966,5.3887
199302,-6.3742,-0.106,1.083,-2.2907,4.1123,3.0823
199303,2.124,2.5441,3.6181,1.7777,3.0835,2.723
