Date,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth ,Utils,Other
19881118,0.93,0.35,0.72,0.69,0.63,0.6,0.62,1.09,0.14,0.39
19881121,0.27,0.31,0.03,-0.25,-0.88,-0.02,-0.47,-0.3,-0.05,-0.34
19881122,0.04,0.79,0.23,1.37,0.38,0.18,0.35,0.03,0.2,0.1
19881123,0.8,0.75,0.58,-0.37,0.87,1.98,0.6,1.01,0.19,0.5
19881125,-0.59,-1.07,-0.76,1.37,-1.16,-0.7,-0.68,-1.13,-0.21,-0.56
19881128,0.42,0.03,0.28,0.62,1.09,0.31,0.31,0.62,0.15,0.19
19881129,0.93,1.51,0.84,0.57,1,0.4,0.98,1.07,0.6,0.78
19881130,1.46,1.22,0.79,0.37,0.48,1.46,1.06,1.22,0.56,0.96
19881201,-0.43,0.18,-0.33,-0.26,0.48,-0.49,-0.24,-0.07,-0.07,-0.04
19881202,-0.23,-0.42,-0.19,-0.74,0.99,-0.79,-0.36,0.18,-0.28,-0.14
19881205,0.86,1.47,1.28,0.66,1.26,0.97,0.92,0.8,0.29,0.63
19881206,0.59,0.74,0.73,1.64,0.73,1.31,0.95,1.2,0.48,0.72
19881207,0.26,-0.23,0.16,0.74,-0.49,-0.14,0.47,0,0.35,0.23
19881208,-0.38,-0.73,-0.46,-0.43,-1.14,0.3,-0.55,-0.51,-0.39,-0.38
19881209,0.44,0.53,0.03,0.21,0.24,-0.14,-0.05,0.29,0.1,0.1
19881212,-0.04,-0.06,-0.02,0.21,-0.39,-0.16,-0.34,-0.69,0.1,-0.15
19881213,-0.3,-0.37,-0.24,0.75,-0.03,-0.26,-0.06,0.01,-0.14,-0.39
19881214,-0.41,-0.29,-0.33,-0.52,-0.03,-0.24,-0.44,-0.02,-0.1,-0.4
19881215,-0.49,-0.68,-0.4,-0.32,0.44,-0.12,-0.23,-0.34,-0.35,-0.36
19881216,0.55,0.45,0.81,0.84,0.91,0.83,0.39,0.52,0.47,0.44
19881219,1.05,1.48,0.95,0.72,0.86,1.12,0.44,0.79,0.09,0.36
19881220,0.02,-0.5,-0.14,-0.51,0.12,-0.45,-0.33,-0.77,-0.09,-0.49
19881221,0.42,-0.63,-0.15,0.03,0.02,-0.18,0.02,-0.07,0,-0.21
19881222,0.1,-0.52,-0.07,-0.39,-0.23,-0.62,0.03,-0.02,0.36,0.1
19881223,0.96,-0.19,0.47,0,0.62,0.31,0.46,0.33,0.16,0.35
19881227,-0.12,-0.13,-0.18,-0.23,-0.3,-0.42,-0.45,-0.62,-0.28,-0.24
19881228,0.02,0.27,0.59,0.04,-0.06,-0.08,0.12,-0.05,0.17,0.12
19881229,0.69,0.96,0.82,0.14,1.15,0.68,0.73,1,0.39,0.54
19881230,-0.1,-1.05,-0.19,-0.77,-0.36,-0.17,0.05,-0.13,-0.21,0.07
19890103,-1.23,-0.78,-0.8,-0.85,-0.21,-0.91,-1.06,-0.66,-0.84,-0.7
19890104,1.25,1.69,1.47,1.53,1.66,0.66,1.37,1.51,0.8,1.26
19890105,0.13,0.63,0.19,0.87,0.03,-0.53,0.78,0.09,0.03,0.29
19890106,0.09,0.65,0.34,0.62,-0.27,0.67,0.17,0.08,0.12,0.52
19890109,-0.04,-0.14,0.2,0.13,-0.09,0.41,0.06,-0.39,0.38,0.35
19890110,-0.03,-0.17,-0.08,-0.33,-0.61,-0.1,-0.16,-0.19,-0.06,-0.1
19890111,0.51,1.03,0.35,0.65,0.47,0.15,0.63,0.67,0.2,0.43
19890112,0.57,0.34,0.59,0.54,0.47,0.25,0.27,0.49,0.06,0.22
19890113,0.15,0.08,0.27,0.24,0,0.27,0.08,0.24,-0.01,0.15
19890116,-0.12,-0.16,-0.02,0.39,0.25,0.33,-0.07,0.17,0.45,0.15
19890117,0.11,-0.39,-0.25,0.14,-0.97,0.11,-0.24,-0.37,0.13,-0.17
19890118,0.76,1.15,1.17,0.98,0.97,1.3,0.83,0.74,0.58,0.78
19890119,0.06,0.08,-0.15,0.09,0.78,0.93,-0.08,0.09,-0.04,0.09
19890120,-0.22,-0.22,-0.13,0.25,0,0.24,-0.43,-0.25,0,0.08
19890123,-0.77,-0.28,-0.56,-1.16,-0.74,-0.7,-0.68,-0.46,-0.15,-0.34
19890124,0.99,1.22,1.11,0.49,1.24,1.9,1.24,1.28,0.58,0.92
19890125,0.15,0.14,0.52,-0.22,0.19,0.62,0.28,0.71,-0.02,0.26
19890126,1.01,-0.08,0.96,0.78,1.74,0.81,0.86,0.73,0.15,0.66
19890127,0.49,0.93,0.91,0.54,0.01,1.11,0.86,0.76,0.07,0.78
19890130,0.65,0.74,0.42,-0.12,0.82,-0.43,0.73,0.43,0.23,0.35
19890131,1.03,0.95,0.81,0.66,1.21,1.03,0.76,0.96,0.04,0.68
19890201,-0.06,0.27,-0.05,-0.59,0.26,0.57,0.31,-0.15,-0.3,0.04
19890202,-0.15,-0.1,0.07,-0.13,0.53,-0.36,0.08,0,0.05,0.13
19890203,-0.17,-0.4,0.16,0.11,0.01,-0.26,0.19,0.76,-0.13,0.4
19890206,0.05,0.03,-0.17,-0.14,-0.84,-0.51,-0.05,-0.25,-0.04,-0.09
19890207,0.93,2.38,0.91,1.07,1.16,1.81,0.96,1.07,0.67,1.05
19890208,-0.02,-0.01,-0.22,-0.52,-0.55,-0.21,-0.2,0.04,-0.22,0.04
19890209,-0.78,-0.9,-0.87,-0.3,-0.72,-0.52,-0.7,-0.98,-0.53,-0.51
19890210,-1.39,-1.52,-1.22,-1.21,-1.47,-0.92,-1.56,-1.44,-0.71,-1.25
19890213,0.41,0.57,-0.29,0.2,0.19,0.04,0.06,-0.2,0.31,0.12
19890214,0.32,-1.21,0.13,-0.48,-0.37,-0.22,0.14,0.25,-0.29,-0.01
19890215,0.77,0.82,0.72,0.97,1.19,0.35,0.82,0.92,0.37,0.74
19890216,0.41,-0.4,0.24,0.31,-0.11,0,0.29,0.46,0.18,0.52
19890217,0.84,0.44,0.78,0.4,0.31,0.83,0.57,0.51,0.2,0.6
19890221,-0.42,-0.01,-0.03,0.33,-0.23,-0.41,-0.53,0.29,-0.09,-0.45
19890222,-1.52,-1.87,-1.58,-1.36,-1.7,-1.29,-1.59,-1.97,-0.82,-1.18
19890223,0.15,0.23,0.28,0.44,0.02,1.05,0.07,0.26,0.24,0.2
19890224,-1.24,-1.9,-1.32,-1.58,-1.64,-1.56,-1.31,-1.38,-1.09,-1.08
19890227,-0.06,0.39,0.04,0.68,0.31,-0.14,0.23,0.1,0.09,-0.02
19890228,0.72,0.26,0.33,0.51,-0.11,0.43,0.46,0.54,0.24,0.32
19890301,-0.15,-0.32,-0.55,-0.08,-0.8,-0.16,-0.56,-0.22,-0.21,-0.23
19890302,0.79,0.81,0.85,1.61,0.53,1.14,1.21,0.95,0.39,0.74
19890303,0.25,0.62,0.38,0.98,0.34,0.73,0.2,0.12,0.01,0.45
19890306,1.22,0.95,0.69,2.04,0.61,2.04,1.08,0.65,0.58,0.9
19890307,0.15,-0.67,0.04,-0.08,-0.84,-0.23,0.13,-0.14,-0.23,-0.07
19890308,0.42,-0.41,0.37,-0.5,-0.28,-0.15,0.13,0.81,0.17,0.03
19890309,-0.14,0.15,-0.12,0.12,-0.58,-0.18,0.15,-0.2,-0.17,0.22
19890310,0.25,-0.38,-0.4,-0.78,-0.27,-0.07,-0.17,-0.29,-0.2,-0.12
19890313,1.01,0.62,0.52,0.83,0.51,1.19,0.61,1.12,0.29,0.36
19890314,0.07,-0.66,-0.04,0.14,-0.55,-0.11,-0.2,0.34,0.01,0.12
19890315,0.79,-0.21,0.4,1.26,-0.3,0.75,0.18,0.68,0.04,0.32
19890316,0.53,0.58,0.87,0.97,0.92,0.84,0.84,0.81,0.52,0.96
19890317,-2.08,-1.89,-2.14,-2.02,-3.28,-2.41,-2.1,-2.23,-1.35,-1.45
19890320,-1.01,-0.71,-0.82,-1.11,-1.8,-0.94,-0.9,-0.88,-0.29,-0.84
19890321,0.76,0.02,0.38,0.41,0.63,0.64,0.11,0.77,0.16,0.54
19890322,0.41,-0.52,-0.26,-0.25,-1.74,0.21,-0.17,0.02,0.11,-0.24
19890323,-0.31,-0.05,-0.65,-0.74,0.09,-0.33,-0.3,-0.34,-0.17,-0.36
19890327,0.38,0.32,0.19,0.5,0.4,0.49,0.88,0.79,0.3,0.26
19890328,0.71,0.13,0.64,-0.14,0.26,0.4,0.33,0.73,0.1,0.26
19890329,0.33,-0.13,0.19,0.31,-0.02,0.31,0.44,0.57,-0.12,0.41
19890330,0.14,-0.22,0.2,-0.39,-0.06,0.09,0.33,-0.02,-0.06,0.3
19890331,0.92,0.65,0.5,0.74,0.7,0.99,0.65,0.81,0.67,0.99
19890403,0.8,0.44,0.66,-0.2,0.03,0.3,0.56,0.65,0.17,0.78
19890404,0.15,-1.03,-0.17,-0.01,-0.98,-0.21,-0.35,-0.16,-0.08,-0.14
19890405,0.17,-1.17,0.14,1.12,0.47,0.51,0.2,0.45,0.36,0.37
19890406,-0.18,-0.7,-0.34,-0.57,-0.02,-0.43,-0.33,0.22,0.11,-0.16
19890407,0.46,1.12,0.55,-0.08,1.62,0.4,0.81,0.43,0.27,0.56
19890410,0.27,-0.13,0.09,-0.44,0.19,-0.04,0.11,0.01,-0.14,0.03
19890411,0.37,0.05,0.5,0.17,1.23,0.36,0.5,0.49,0.3,0.28
19890412,0.07,-0.22,0.4,0.53,0.08,0.26,0.38,0.25,0.08,0.17
19890413,-1.09,-0.1,-0.54,-0.79,-0.89,-0.73,-0.64,-0.95,-0.35,-0.8
19890414,1.39,1.31,1.6,0.82,1.59,1.68,1.58,1.64,0.69,1.25
19890417,0.01,-0.12,-0.09,0.15,0.07,0.67,0.31,-0.06,0.11,0.1
19890418,0.84,1.34,1.14,1.96,1.04,2.05,1.11,0.89,0.74,1.04
19890419,0.71,0.34,0.12,0.71,0.33,0.59,0.36,0.42,0.25,0.35
19890420,0,-0.33,-0.12,0.39,-0.17,-0.22,-0.54,-0.57,-0.06,-0.4
19890421,0.65,0.69,0.59,1.18,0.61,1.36,0.89,1.11,0.54,0.59
19890424,-0.17,-0.45,0.12,-0.57,-0.28,0.18,-0.16,-0.31,-0.04,-0.1
19890425,-0.25,-0.75,-0.37,-1.56,-0.29,-0.08,-0.6,-0.17,-0.23,-0.29
19890426,-0.14,0.67,0.2,-0.34,-0.03,0.44,0.14,0.08,0.28,0.21
19890427,0.99,-0.18,0.63,0.53,0.5,1.41,0.96,0.96,0.61,0.74
19890428,0.48,-0.26,0.14,-0.38,0,0.72,0.13,-0.05,0.29,-0.08
19890501,0.01,-0.08,0.09,-0.17,-0.15,-0.08,-0.2,-0.42,0.06,-0.19
19890502,-0.07,-0.27,-0.35,-0.3,-0.47,-0.08,-0.04,-0.01,-0.09,-0.08
19890503,0.31,-0.15,0.02,0.01,0.15,-0.15,0.37,0.37,0.09,-0.2
19890504,-0.03,-0.13,-0.05,-0.1,0.13,-0.32,0.22,0.34,0.04,-0.13
19890505,0.18,-0.45,-0.33,-0.04,-0.28,0.83,0.19,-0.06,0.31,0.12
19890508,-0.29,-0.19,-0.49,-0.34,-0.37,-0.49,-0.76,-0.3,-0.28,-0.6
19890509,-0.06,-0.07,-0.17,-0.06,0.04,-0.18,-0.28,-0.11,-0.25,-0.24
19890510,0.42,-0.17,0.22,-0.16,0.24,-0.16,0.29,0.6,0.07,0.23
19890511,0.27,0.33,0.51,-0.2,0.15,0.26,0.43,0.43,0.34,0.41
19890512,2.02,1.26,1.73,1.59,1.56,2.65,2.01,2.34,1.87,1.73
19890515,0.55,1.22,0.77,0.22,0.86,0.56,0.96,0.97,0.48,0.7
19890516,-0.23,0.36,-0.22,0.05,-0.83,-0.22,-0.22,0,0.13,-0.02
19890517,0.88,1.33,0.65,0.08,0.6,1.15,0.75,0.52,0.81,0.51
19890518,0.26,0.15,0.2,0.16,0.51,0.43,0.22,-0.25,0.34,0.16
19890519,0.8,0.72,0.81,1.17,0.42,1.28,0.96,0.38,0.83,0.78
19890522,0.45,0.01,0.1,0.66,-0.31,0.67,0.56,-0.02,0.53,0.38
19890523,-1.2,-1.6,-0.85,-0.48,-0.95,-1.2,-1.06,-1.66,-0.4,-0.54
19890524,0.6,-0.65,0.38,0.99,0.15,0.25,0.15,-0.32,0.09,0.12
19890525,0.44,-0.14,-0.12,0.12,0.09,-0.25,0.01,0.55,-0.08,0.23
19890526,0.67,0.82,0.97,0.26,0.54,0.88,0.75,0.71,0.4,0.76
19890530,-0.7,-0.4,-0.49,-1.09,-0.39,-0.63,-0.3,-1.23,-0.51,-0.37
19890531,-0.02,0.23,0.26,0.46,0.79,0.64,0.16,0.63,0.4,0.44
19890601,0.25,1.12,0.55,0.36,0.58,0.37,0.59,0.45,0.37,0.55
19890602,1,0.43,0.66,0.76,0.4,1.88,1.05,1.56,1.1,1.18
19890605,-0.69,-0.76,-1.16,-0.88,-1.38,-1.17,-0.87,-1.08,0,-0.46
19890606,0.59,0.69,0.4,0.66,0.55,0.8,0.22,0.58,0.69,0.24
19890607,1.71,0.05,0.7,0.05,0.43,2.98,0.29,0.36,0.4,0.82
19890608,0.41,0.35,0.08,-1.16,0.01,-0.15,0.14,-0.33,0.03,0.42
19890609,0.3,-0.08,-0.1,0.02,-0.42,-0.67,0,0.63,0.11,0.21
19890612,-0.24,0.5,0.03,0.34,0.22,-0.63,-0.06,-0.53,-0.09,-0.18
19890613,-0.16,-0.19,-0.81,-0.1,-0.28,-1.35,-0.63,-2.25,-0.31,-0.43
19890614,-0.14,0.01,-0.12,0.16,-0.34,-0.29,-0.07,-0.66,0.37,0.16
19890615,-1.4,-0.91,-0.87,-1.12,-1.24,-1.52,-1.07,-1.03,-0.41,-0.95
19890616,0.02,1,0.39,0.36,0.1,0.29,0.15,0.7,0.14,0.21
19890619,-0.1,-0.36,-0.01,0.04,0.02,0.54,0.33,-0.06,0,0.28
19890620,0.03,-0.22,-0.32,0.21,-0.74,-0.19,0.08,-0.45,-0.07,-0.03
19890621,0.46,-0.76,-0.27,-0.32,-0.16,0.42,-0.98,-0.37,-0.08,-0.23
19890622,1.14,0.02,0.47,-0.37,0.15,1.05,0.43,0.44,0.41,0.28
19890623,2.23,1.16,1.23,1.33,1.44,2.07,1.17,2.54,0.99,1.09
19890626,-0.73,-0.34,-0.55,0.07,0,-0.06,-0.48,-0.25,0.04,-0.11
19890627,0.46,0.35,0.17,2.11,1.05,0.09,0.46,0.38,0.45,0.42
19890628,-0.76,0.04,-0.79,-0.51,-1.01,-1.24,-0.5,-0.7,-0.13,-0.58
19890629,-2.06,-1.41,-1.73,-1.88,-2.41,-2.25,-1.81,-2.11,-0.63,-1.62
19890630,-0.74,0.64,-0.62,-1.03,-0.24,-0.63,-0.62,-0.71,-0.03,-0.38
19890703,0.31,0.08,0.47,0.59,0.43,0.28,0.09,0.7,0.07,0.32
19890705,0.37,-0.3,0.21,0.42,0.01,0.81,0.26,0.43,0.36,0.46
19890706,0.4,-0.11,0.34,0.18,0.12,0.52,0.65,0.64,0.37,0.46
19890707,0.92,-0.36,0.9,0.98,0.87,1.62,0.97,1.46,0.85,0.79
19890710,0.36,-0.1,0.62,0.62,1.25,0.36,0.41,0.58,0.63,0.54
19890711,0.85,0.83,0.35,0.24,-0.33,0.75,0.81,0.51,0.81,0.61
19890712,0.25,0.47,0.55,0.46,0.17,0.44,0.43,0.18,0.27,0.2
19890713,0.01,0.26,0.24,0.02,0.08,-0.1,0.18,-0.06,0.21,0.08
19890714,0.18,1.61,0.54,0.63,0.05,0.65,0.36,0.11,0.08,0.33
19890717,0.28,-0.07,0.13,0.17,0.49,-0.1,0.11,1.18,-0.07,0.22
19890718,0,-0.47,-0.39,-0.18,-0.8,-0.26,-0.12,-0.01,-0.57,-0.14
19890719,1.71,1.51,1.25,1.33,0.56,0.73,1.22,1.39,0.67,1.04
19890720,-0.22,-0.76,-0.38,-0.51,-1,-1.56,-0.48,-0.31,-0.45,-0.32
19890721,1.01,1.19,0.52,0.64,0.47,-0.14,0.87,0.62,0.09,0.11
19890724,-0.52,-0.54,-0.6,-1.82,-0.67,-0.81,-0.7,-0.18,-0.27,-0.08
19890725,0.92,0,-0.09,-1.24,-1.03,0.89,0,0.01,0.21,0.33
19890726,2.09,1.46,0.76,0.49,0.24,1.45,0.98,2.41,0.55,0.81
19890727,0.88,0.05,0.91,0.53,0.81,2,1.24,2.84,0.56,0.8
19890728,-0.17,-0.25,0.14,-0.5,0.26,0.18,0.38,-0.14,0.54,0.33
19890731,1.72,0.69,0.89,0.7,0.96,1.14,1.14,0.6,0.75,0.91
19890801,-0.8,-0.39,-0.69,-0.75,-0.6,0.09,-0.5,-1.17,-0.05,-0.09
19890802,0.2,0.26,0.51,0.22,-0.12,-0.13,-0.06,0.01,-0.14,0.55
19890803,-0.15,0.26,0.47,0.15,0.55,0.11,0.26,-0.31,0.11,0.5
19890804,-1.02,-0.24,0.21,0.84,1.59,-0.91,-0.54,-0.7,-0.37,-0.48
19890807,0.44,0.69,2.04,1.32,2.07,1.57,1.12,1.03,0.88,1.04
19890808,0.17,-0.07,0.26,-0.23,0.59,-0.16,-0.37,-0.1,0.01,0.32
19890809,-0.56,-0.15,-0.23,-1.05,-0.63,-0.96,-0.41,-0.69,-0.57,0.02
19890810,0.35,0.14,0.55,0.61,-0.35,-0.01,0.58,0.89,0.11,0.6
19890811,-1.17,0.04,-0.81,-0.74,-1.29,-0.91,-0.5,-0.73,-0.58,-0.61
19890814,-0.57,-0.34,-0.36,0.29,-0.5,-0.87,-0.44,-0.16,-0.54,-0.69
19890815,-0.05,1.22,0.31,0.92,0.08,0.61,0.42,0.58,0.21,0.17
19890816,0.66,0.56,0.2,-0.33,-0.55,0.3,0.39,0.83,0.27,0.15
19890817,-0.43,-0.71,-0.21,-0.71,-0.5,-0.03,0.04,0.06,-0.36,-0.06
19890818,0.22,0.23,0.32,0.31,0.41,0.71,0.7,0.22,0.2,0.23
19890821,-1.55,-0.83,-1.38,-1.15,-1.51,-1.49,-1.33,-1.38,-1.05,-0.95
19890822,0.38,-0.25,0.16,0.2,0.68,-0.32,-0.2,0.03,-0.35,-0.08
19890823,0.91,0.48,1,1.25,0.84,0.9,1.05,0.8,0.78,0.78
19890824,1.43,2.07,1.84,2.26,1.56,2.33,2.06,1.44,1.19,1.37
19890825,-0.15,0.71,-0.06,0.11,-0.02,-0.43,-0.33,-0.48,-0.31,-0.03
19890828,0.35,0.19,0.4,0.14,0.61,0.25,0.41,0.42,0.04,0.35
19890829,-0.31,-0.95,-0.46,-0.62,-1.07,-0.84,-0.19,-0.51,-0.37,-0.19
19890830,-0.1,1.6,0.07,0.26,0.52,0.53,0.4,0.14,-0.02,0.34
19890831,-0.2,0.78,0.24,0.15,0.2,0.54,0.14,0.25,0.14,0
19890901,0.53,0.9,0.66,0.82,0.41,1.03,0.25,0.89,0.39,0.55
19890905,-0.27,-0.39,-0.34,0.15,0.02,-0.45,-0.34,-0.19,-0.22,-0.01
19890906,-1.01,-0.62,-1.02,-0.43,-0.83,-1.27,-1.13,-0.64,-0.54,-0.55
19890907,-0.53,-0.11,-0.45,1.23,-0.25,-0.31,-0.28,-0.31,0.07,-0.08
19890908,-0.32,0.14,-0.04,0.38,0.07,0.14,0.31,0.1,0.2,0.24
19890911,-0.61,-0.63,-0.31,-0.17,-0.06,0.17,-0.51,-0.66,0.04,-0.25
19890912,0.03,0.07,0.29,1.31,0.78,0.61,0.38,-0.03,0.23,0.2
19890913,-1.06,-1.19,-0.8,-0.99,-0.67,-0.5,-0.83,-0.6,-0.34,-0.61
19890914,-0.54,-0.9,-0.71,-1.14,-0.36,-0.22,-0.86,-0.86,-0.26,-0.97
19890915,-0.03,0.28,0.25,0.01,0.05,0.83,0.12,0.41,0.4,0.05
19890918,0.41,0.15,0.26,0.69,-0.05,0.94,0.12,0.73,0.09,0.37
19890919,0.52,-0.31,-0.06,-0.04,-0.43,0.68,0.18,0.24,0.04,0.07
19890920,-0.39,-1.09,-0.07,-0.02,0.27,-0.15,-0.21,0.17,0.29,0.06
19890921,-0.38,-0.47,-0.29,0.18,0.15,0.04,-0.11,-0.36,-0.13,0.19
19890922,0.33,0.44,0.05,0.38,0.23,0.88,0.02,0.44,0.1,0.33
19890925,-0.51,-0.97,-0.75,-1.29,-0.34,-1.06,-1.03,-0.49,-0.31,-0.44
19890926,0.47,0.8,-0.09,-0.62,0.36,0.3,0.3,0.04,0.1,0.27
19890927,0.59,-0.25,0.11,-0.08,-1.88,0.13,0.42,1.44,-0.13,0.44
19890928,2.04,0.18,0.73,0.37,-0.26,1.26,0.95,1.9,0.31,1.08
19890929,0.22,-0.75,0.01,0.7,0.1,0.95,-0.01,0.12,0.14,0.57
19891002,0.24,0.71,0.83,0.81,-0.04,0.21,0.27,0.16,0.16,0.7
19891003,1.33,1.4,1.02,1.08,-0.8,1.29,1.23,1.73,0.43,1
19891004,0.57,0.6,0.49,0.38,1.27,0.99,0.29,0.73,0.02,0.44
19891005,0.11,0.05,-0.31,0.1,0.45,0,0.1,0.17,0,0.3
19891006,0.49,0.22,0.17,1.43,0.54,1,0.4,0.7,0.24,0.28
19891009,-0.01,0.12,0.11,0.35,1.37,-0.36,0.04,0.31,0.26,0.32
19891010,-0.04,-0.47,-0.09,0.04,-0.33,-0.55,0.1,-0.02,0.12,-0.29
19891011,-0.52,-0.78,-0.46,-0.09,-0.64,-0.67,-0.67,-0.52,-0.3,-0.77
19891012,-0.69,-0.64,-0.31,-0.25,-0.32,-0.1,-0.28,-0.76,-0.1,-0.42
19891013,-6.65,-6.16,-5.62,-6.27,-5.26,-5.7,-5.32,-5.92,-2.63,-5.39
19891016,3.02,2.87,1.44,2.74,1.01,2.83,1.8,2.59,0.79,0.44
19891017,0.06,-1.02,-0.58,-0.09,-0.16,-0.57,-0.79,0.21,0.11,-0.69
19891018,0.58,-0.09,0.15,0.1,0.4,0.39,-0.26,0.49,-0.05,0.5
19891019,1.7,1.03,1.29,0.94,2.18,2.08,1.75,1.94,0.86,1.56
19891020,-0.27,-0.09,-0.12,0.34,-0.08,0.25,-0.05,-0.08,0.09,-0.04
19891023,-0.15,-0.51,-0.82,-1.16,-1.14,-0.87,-0.63,-0.18,-0.14,-0.61
19891024,0.37,-0.16,-0.52,-0.6,-0.35,-0.8,-0.41,-0.35,-0.34,-1.07
19891025,-0.95,-1.36,-0.57,0.23,-0.46,0.19,-0.51,0.07,0.33,0.1
19891026,-1.61,-1.19,-1.36,-1.28,-1.77,-1.16,-0.96,-0.97,-0.22,-0.75
19891027,-1.03,-0.75,-0.96,0.23,-1.24,-1.28,-0.98,-1.55,0.01,-1.32
19891030,0.06,-0.37,0.14,-0.08,-0.29,0.07,-0.41,-0.01,0.2,-0.09
19891031,1.25,1,1.81,1.8,1.37,1.08,1.35,1.85,1.21,0.97
19891101,0.53,0.24,0.12,0.16,-0.02,0.19,0.03,0.67,0.86,0.41
19891102,-0.75,-1.17,-0.65,-0.38,-2.1,-0.56,-0.43,-0.33,0.02,-0.43
19891103,-0.19,-0.45,-0.17,0.22,-0.19,-0.27,-0.16,-0.41,-0.07,-0.1
19891106,-1.69,-2.39,-1.32,-1.37,-1.66,-1.16,-1.07,-1.54,-0.67,-1.22
19891107,0.53,1.03,0.48,0.7,0.93,0.49,0.48,0.81,0.54,0.16
19891108,1.49,1.14,0.93,0.32,0.24,1.07,0.9,2.05,0.69,1.15
19891109,-0.48,-0.27,-0.39,-0.9,0.08,-0.49,-0.47,0.34,-0.33,-0.12
19891110,0.54,0.59,0.66,0.74,0.53,0.79,0.77,1.42,0.31,0.29
19891113,0.39,-0.25,0.68,0.25,-0.1,0.26,0.13,-1.17,0.09,0.28
19891114,-0.79,-0.87,-0.24,-0.12,-0.58,-0.5,-0.5,-0.9,0.17,-0.46
19891115,0.89,0.55,0.92,0.55,0.28,0.53,0.29,1.02,0.55,0.36
19891116,0.52,-0.44,0.16,-0.13,-0.14,-0.36,0.03,0.04,0.23,0.13
19891117,0.03,0.25,0.59,0.66,1.32,0.14,0.53,0.05,-0.49,0.16
19891120,-0.78,-0.75,-0.84,-0.66,-0.89,-0.3,-0.34,-0.06,-0.56,-0.6
19891121,-0.15,-0.26,-0.05,0.38,0.24,0.05,-0.22,0.11,0,-0.28
19891122,0.72,0.02,0.56,0.93,0.66,0.72,0.12,1.32,0.41,0.32
19891124,0.56,0.52,0.59,0.56,0.56,0.62,0.6,1.11,0.27,0.51
19891127,0.2,1.49,0.72,1.2,-0.35,0.07,0.56,0.24,0.28,0.16
19891128,-0.07,0.7,0.45,0.8,-0.43,-0.27,-0.04,-0.14,0.19,0.04
19891129,-0.67,-0.62,-0.41,-0.9,-0.56,-0.37,-0.33,-0.7,0.12,-0.65
19891130,0.9,-0.04,0.3,0.91,0.42,1.48,0.51,0.62,0.58,-0.16
19891201,1.42,1.07,1.16,1.73,0.03,1.79,0.99,0.83,0.99,0.85
19891204,0.23,-0.14,0.15,0.75,1.53,0.43,-0.04,0.25,0.3,0
19891205,-0.89,-0.27,-0.17,-0.36,-0.13,-0.51,-0.58,-0.46,0.1,-0.24
19891206,-0.92,-0.19,-0.2,0.35,-0.82,-0.36,-0.21,0.04,0.11,-0.42
19891207,-0.09,0.01,-0.07,-0.31,-0.23,-0.24,-0.27,-0.38,0.06,-0.4
19891208,0.79,0.08,0.32,0.76,-0.61,0.18,0.18,-0.36,0.41,0.01
19891211,0.35,-0.64,-0.14,1.09,-1.07,0.17,-0.3,-0.7,-0.01,-0.22
19891212,0.32,-0.01,0.78,2.82,-0.08,0.96,-0.02,0.21,0.92,0.14
19891213,0.13,0.37,0.29,-0.68,-0.61,1.95,0.31,0.13,0.9,0.04
19891214,-0.57,-1.5,-0.19,-1.11,-1.06,-0.17,-0.54,-0.32,0.11,-0.65
19891215,-0.3,-0.76,-0.29,0.07,-0.46,0.14,-0.19,-0.4,0.04,-0.99
19891218,-1.44,-1.69,-1.54,-0.67,-1.36,-2.22,-1.64,-1.63,-0.37,-2.84
19891219,-0.65,-1.07,-0.15,0.03,0.89,-0.84,-0.92,-0.3,-0.02,-0.84
19891220,-0.34,0.28,-0.03,0.51,0.48,-0.16,-0.12,-0.15,0.18,0.41
19891221,0.17,1.31,0.45,0.44,0.72,0.28,0.78,0.55,0.18,0.94
19891222,0.44,0.4,0.72,0.22,0.71,2.34,1.15,1.12,0.3,0.73
19891226,-0.19,0.73,0,-0.11,-0.24,-0.27,0.03,-0.21,-0.15,0.08
19891227,0.69,0.64,0.68,-0.03,0.42,0.39,1.01,0.98,0.15,0.47
19891228,1.22,-0.19,0.45,-0.2,-0.07,0.88,0.76,0.94,0.15,0.5
19891229,1.08,0.28,0.76,0.49,0.94,1.09,0.93,0.98,0.38,0.82
19900102,1.04,3.18,1.91,0.49,2.83,1.09,2.37,1.3,0.48,1.36
19900103,-0.36,-0.11,0.36,-1.32,0.28,-0.57,0.3,0.56,-0.53,0.26
19900104,-0.99,-0.38,-0.4,-1.11,0.42,-1.9,-0.3,-0.53,-1.28,-0.39
19900105,-0.56,-1.02,-0.58,-1.04,-0.48,-1.87,-0.53,-1.34,-1.31,-0.39
19900108,-0.27,0.19,0.39,1.08,0.66,1.13,0.24,0.57,-0.17,-0.08
19900109,-1.08,-0.41,-0.92,-1.23,-0.85,-1.48,-1.12,-1.03,-0.62,-0.82
19900110,-0.9,-0.42,-0.47,0.05,-1.02,-1.68,-1,-0.65,0.13,-0.94
19900111,0.1,0.4,0.22,0.87,0.28,-0.4,0.19,0.47,0.27,0.27
19900112,-2.4,-3.12,-2.26,-1.97,-2.36,-2.8,-2.43,-2.56,-1.69,-2.14
