Date,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth ,Utils,Other
19530119,0.27,-0.15,0.03,-0.38,-0.14,0.28,-0.08,-0.11,-0.09,-0.03
19530120,0.42,1.42,0.4,0.19,0.93,0.04,0.33,0.42,0.12,0.41
19530121,0.02,0.05,-0.07,-0.25,-0.3,-0.09,-0.02,-0.35,-0.23,-0.2
19530122,0.22,0.2,0.01,0.02,-0.12,0,0.22,-0.37,0.1,0.21
19530123,-0.3,-0.56,0.07,-0.38,-0.22,-0.03,0.21,-0.45,0.05,-0.03
19530126,0.02,-0.56,-0.11,-0.14,-0.64,-0.08,0.04,-0.28,0.15,-0.13
19530127,-0.11,0.04,0.36,0.07,0.11,0.12,0.2,0.14,0.21,0.5
19530128,0.02,0.21,0.09,0.51,0.03,-0.09,-0.02,-0.64,0.43,0.41
19530129,0.36,0.64,0.3,0.39,-0.45,0.39,0.39,-0.66,0.32,0.5
19530130,0.15,0.34,0.7,0.97,0.25,0.12,-0.1,0.73,0.37,0.28
19530202,0.09,0.75,0.13,0.45,-0.01,-0.27,0.11,0.55,0.42,-0.21
19530203,0.2,0.42,0.04,-0.13,0.2,0,0.18,-0.12,0.16,-0.04
19530204,0.17,0.07,-0.19,-0.36,-0.03,0.21,-0.47,-0.4,0.11,0.13
19530205,-0.7,-0.69,-0.89,-0.96,-0.89,-0.19,-0.35,-1.1,-0.69,-0.99
19530206,-0.38,-1.43,-1.2,-0.58,-0.79,-0.26,-0.71,-0.7,-0.27,-1.17
19530209,-0.39,-0.38,-0.63,-0.24,-0.51,-0.05,-0.14,-0.11,-0.18,-0.26
19530210,0.01,-1.21,-0.12,-0.09,-0.04,0.03,0.22,0.69,0.15,-0.18
19530211,0.23,-0.07,0.03,0.24,-0.14,-0.06,0.21,0.79,0.12,0.18
19530213,0.69,0.51,0.72,0.49,0.29,0.03,-0.01,-0.13,0.06,0.34
19530216,-0.06,-0.22,-0.26,-0.18,0.17,-0.08,-0.21,0.33,0,-0.26
19530217,-0.11,-1.15,-0.28,-0.7,-0.17,-0.48,-0.03,-0.13,-0.53,-0.79
19530218,0.12,0.44,-0.11,-0.14,-0.23,0.37,-0.21,-0.26,0.04,0.25
19530219,0.26,0.37,0.17,0.44,0.42,-0.06,0.29,-0.87,0.24,0.78
19530220,0.22,0.48,0.16,0.17,-0.03,0.18,0.09,0.64,-0.02,0.21
19530224,0.4,0.32,0.85,0.62,0.75,0.14,0.43,0.75,0.39,1.11
19530225,0.47,0.95,0.72,0.83,0.78,0.1,0.12,1.14,0.24,0.28
19530226,0.41,0.21,0.09,0.58,-0.1,-0.07,0.16,0.87,0.24,0.07
19530227,0.12,-0.51,-0.21,-0.09,0.87,0.07,0.18,0.16,0.04,0.38
19530302,0.02,-0.01,0.08,0.02,0.44,0.15,0.03,0.21,0.08,-0.11
19530303,0.48,0.04,0.38,0.49,0.8,0.04,0.33,0.24,0.28,0.28
19530304,-0.57,-0.82,-1,-1.24,-1.02,-0.07,-0.55,-1.15,-0.2,-0.94
19530305,0.11,-0.2,-0.2,0.47,0.12,0.17,0.24,0.53,0.01,0.49
19530306,0.36,0.25,0.6,0.43,0.54,0.14,0,-0.21,0.2,0.16
19530309,0.14,-0.08,0.01,-0.04,0.44,0.08,-0.22,0.28,0.31,0.13
19530310,-0.22,0.59,0.28,-0.04,0.68,0.06,0.14,-0.46,0.3,0.28
19530311,0.65,1.15,0.74,0.81,0.76,0.51,0.36,0.15,0.46,0.7
19530312,0.02,0.2,-0.1,0.19,-0.31,0.03,0.15,-0.36,0.17,-0.18
19530313,0.03,0.4,0.48,-0.26,0.45,-0.01,-0.08,0.66,0.52,0.34
19530316,0.09,0.14,0.07,0.03,0.33,0.4,0.27,0.03,0.08,0.58
19530317,0.18,0.76,0.44,0.22,0.54,-0.08,0.06,0.07,0.08,0.37
19530318,0.14,-0.21,0.21,-0.36,0.14,-0.19,0.24,-0.1,-0.15,-0.02
19530319,-0.17,-0.18,0.13,0.08,0.19,0.06,-0.06,0.93,0.17,0.05
19530320,0.15,-0.27,-0.21,0.2,-0.25,-0.06,-0.25,-0.15,0.08,-0.11
19530323,-0.58,-0.38,-0.73,-0.83,-1.05,-0.08,-0.16,-0.3,-0.26,-0.58
19530324,0.2,0.59,0.46,1.07,0.54,0.03,0.47,1.05,0.21,0.82
19530325,-0.31,-0.42,-0.19,0.03,0.05,-0.07,0.11,-0.39,0.02,-0.46
19530326,-0.41,-1.57,-0.46,0.07,-0.62,-0.43,-0.37,-0.54,-0.27,-0.52
19530327,0.07,-0.7,0.37,0.72,0.44,-0.03,0.28,1.14,0.08,0.31
19530330,-1.19,-1.76,-1.77,-1.59,-2.44,-0.63,-0.71,-0.99,-0.8,-2.02
19530331,-0.96,-1.94,-1.18,-0.95,-1.46,-0.45,-0.74,-0.78,-1.21,-0.98
19530401,0.24,-1.18,0.17,0.26,0.61,-0.11,-0.09,-0.01,0.01,0.27
19530402,0.24,0.41,-0.16,-0.01,-0.05,0.03,0.14,-0.37,0.1,-0.39
19530406,-1.16,-3.28,-2.07,-2.98,-2.6,-0.94,-0.57,-1.51,-1.54,-2.56
19530407,0.22,0.69,0.25,0.47,0.9,0.05,-0.47,0.17,-0.17,0.58
19530408,0.85,1.8,0.67,0.17,1.11,0.48,0.54,0.28,0.89,0.94
19530409,-0.22,-0.24,-0.69,-0.25,-0.39,-0.14,0.11,-0.78,-0.23,-0.58
19530410,0.01,-0.24,-0.25,-0.17,0.09,0.17,-0.38,-0.82,-0.19,-0.13
19530413,-0.09,0.01,-0.4,-0.36,-0.22,0.15,-0.09,-0.07,0.07,-0.01
19530414,0.32,0.87,0.52,-0.05,0.6,-0.01,-0.05,-0.06,-0.03,0.33
19530415,0.68,0.06,0.68,0.42,0.69,0.23,0.35,0.43,0.29,0.75
19530416,-0.02,-0.29,-0.43,0.08,-0.67,0.11,-0.1,0,-0.05,-0.51
19530417,-0.48,-1.4,-1.18,-1.05,-0.68,-0.3,-0.67,-0.99,-0.63,-1.11
19530420,-0.1,-0.17,0.37,0.33,0.22,0.04,0.39,0.36,-0.02,0.14
19530421,0.02,0.02,-0.17,-0.43,0.05,0.03,0.16,-0.3,-0.16,-0.04
19530422,-0.35,-0.61,-0.76,-1.24,-0.61,-0.47,-0.3,-1.21,-0.54,-0.93
19530423,-0.74,-1.29,-1.45,-1.54,-0.96,-0.35,-0.85,-0.9,-0.95,-1.19
19530424,-0.18,0.01,0.32,-0.32,0.24,0.12,0.12,0.14,-0.18,-0.05
19530427,0.59,1.12,0.84,0.25,0.67,-0.43,0.2,-0.61,-0.1,0.67
19530428,0.02,0.97,0.69,0.7,0.31,0.07,0.39,-0.54,0,0.48
19530429,0.23,1.14,0.54,0.74,0.41,0.31,0.4,0.46,0.37,0.4
19530430,-0.18,-0.27,-0.13,-0.24,-0.05,-0.08,-0.01,0.89,0.08,-0.26
19530501,0.17,0.27,0.21,0.98,0.73,0.35,0.32,0.27,0.15,0.39
19530504,0.45,1.22,1.16,1.12,1.07,0.36,0.72,0.74,0.41,1.02
19530505,0.32,0.6,0.11,0.1,0.17,-0.29,0.22,0.15,-0.16,-0.08
19530506,-0.06,0.05,0.09,0.65,0.37,0.07,0.11,0.24,-0.07,0
19530507,0.06,-0.37,-0.51,-0.41,-0.57,-0.27,-0.12,-0.7,-0.36,-0.55
19530508,0.17,0.25,0.06,0.31,0.68,0.35,0.25,0.17,0.09,0.48
19530511,0,-0.26,0.35,-0.08,0.22,-0.01,0.18,0.5,-0.09,-0.21
19530512,-0.25,-0.94,-0.38,-0.66,-0.54,-0.21,-0.35,0.08,-0.23,-0.57
19530513,-0.13,-0.21,-0.17,0.11,0.08,0.05,-0.15,-0.37,-0.02,-0.03
19530514,0,0.5,0.44,0.63,0.68,0.48,0.5,0.74,0.17,0.78
19530515,0.26,0.28,0.11,-0.28,0.3,0.12,-0.19,0.43,0.22,0.18
19530518,-0.13,-0.91,-0.04,-0.52,-0.14,0.06,0.13,-0.81,0.15,0.03
19530519,-0.14,-0.22,-0.3,0.03,-0.16,-0.29,-0.08,-0.07,-0.39,-0.14
19530520,0.48,1.48,1.02,1.3,0.76,0.29,0.29,0.52,0.5,1.68
19530521,0.09,0.36,0.24,0.54,0.3,0.1,0.19,-0.07,0.42,0.16
19530522,0.22,-0.69,-0.1,0.15,-0.02,0.2,0,0.07,-0.01,0.33
19530525,-0.04,-0.21,-0.37,0.32,-0.27,-0.08,-0.07,-0.22,-0.13,-0.04
19530526,-0.31,-0.39,-0.34,-0.5,-0.33,-0.13,-0.06,-0.3,0,-0.18
19530527,-0.47,-0.82,-0.83,-1.06,-0.76,-0.57,-0.11,-0.87,-0.45,-1.18
19530528,-0.51,-0.77,-0.85,-0.81,-1.29,-0.09,-0.39,-0.92,-0.42,-0.81
19530529,0.06,0.77,0.34,-0.07,-0.12,-0.12,0.13,0.39,0.11,0.19
19530601,-0.97,-1.87,-1.49,-1.51,-1.33,-0.47,-0.98,-1.01,-1.21,-2.03
19530602,0.01,-0.12,0.13,0.28,0.41,0.46,0.13,0.12,-0.33,0.47
19530603,0.25,-0.1,-0.02,-0.09,-0.29,0.06,-0.07,-0.37,-0.18,0.27
19530604,-0.5,-0.33,-1.1,-0.88,-1.29,-0.12,-0.32,-0.53,-0.85,-1.07
19530605,0.14,0.04,0.15,0.45,0.83,0.01,0.02,-0.04,-0.3,0.4
19530608,-0.28,-0.09,-0.19,-0.39,-0.23,0.29,-0.2,0.07,-0.32,-0.1
19530609,-1.39,-1.99,-1.88,-2.08,-2.79,-0.79,-1.45,-1.53,-2.01,-2.68
19530610,-0.18,-1.21,-0.09,0.37,-0.1,0.15,0.01,-1.13,-0.55,0.61
19530611,0.34,0.85,0.97,1.38,0.51,0.32,0.57,0.85,0.82,0.71
19530612,0.07,0.53,0.15,0.77,0.69,0.35,0.48,0.08,0.04,-0.04
19530615,-0.28,-0.89,-1.01,-1.13,-0.58,-0.32,-0.3,-0.5,-0.42,-1.13
19530616,-0.38,-0.19,-0.46,0.13,-0.25,-0.35,-0.17,0.09,-0.57,-0.48
19530617,0.57,1.39,1.37,1.95,1.63,0.37,0.19,1.12,0.64,1.5
19530618,0.23,0.47,0.14,-0.01,-0.45,-0.02,-0.34,0.16,-0.17,-0.05
19530619,0.13,-0.21,0.01,0.01,0.19,-0.09,0.14,-0.55,-0.07,0.07
19530622,0.19,0.45,0.67,0.81,0.15,0.16,0.33,0.99,0.28,0.77
19530623,0.43,0.6,0.59,0.89,0.58,0.19,0.1,0.05,0.35,0.9
19530624,0.15,-0.14,-0.13,-0.29,-0.2,-0.05,-0.17,0.08,0.27,-0.24
19530625,0.61,0.23,0.36,0.04,1.08,0.23,0.12,-0.41,1.13,0.47
19530626,0.06,-0.46,-0.17,-0.05,-0.07,0.08,-0.05,-0.29,0.41,0
19530629,0.06,-0.04,-0.11,-0.52,-0.24,0.12,-0.28,-0.83,0.15,-0.23
19530630,-0.07,-0.26,-0.18,-0.11,-0.18,-0.06,0.04,0.25,0.08,-0.09
19530701,0.24,0.08,0.35,0.59,0.66,-0.05,0.28,0.56,0.37,0.85
19530702,0.19,0.17,0.4,0.39,0.64,0.01,0.23,0.75,0.42,0.46
19530703,0.37,-0.13,0.34,0.31,-0.31,0.19,0.35,0.04,0.61,0.16
19530706,0.06,0.06,0.14,0.04,0.29,0.13,0.12,0.6,0.25,0.07
19530707,0.32,0.82,0.55,0.08,0.59,0.14,0.16,0.26,0.2,0.4
19530708,0.25,-0.6,0.05,0.01,0.1,0,0.1,0.13,0.3,0.14
19530709,-0.29,-0.25,-0.48,-0.49,-0.25,0.12,-0.26,-0.03,0.06,-0.49
19530710,-0.22,-0.17,-0.18,-0.12,-0.25,0.2,0.12,0.57,0.08,-0.31
19530713,-0.58,-1.57,-1.1,-0.99,-1.67,-0.27,-0.29,-0.65,-0.44,-1.4
19530714,-0.2,-0.98,-0.19,0.07,0.09,0.19,-0.06,0.36,-0.12,-0.09
19530715,0.25,0.58,0.39,0.43,0.19,0.11,0,0.12,0.02,0.26
19530716,0.14,0.15,0.26,0.4,0.54,0.04,0.16,0.39,0.03,0.07
19530717,0.37,1.11,0.53,0.62,0.45,0.13,0.12,0.29,0.33,0.47
19530720,0.05,-1.6,-0.61,-0.31,-0.62,-0.11,-0.14,-0.19,-0.22,-0.48
19530721,-0.22,-0.14,-0.23,-0.31,-0.45,0.04,-0.1,-0.6,-0.1,-0.3
19530722,0.28,0.22,-0.04,0.33,0.13,0.01,-0.04,0.17,-0.02,0.11
19530723,0.13,0.31,0.15,0.22,0.38,0.04,0.08,0.49,0.1,0.57
19530724,0.05,-0.02,0.16,-0.12,-0.12,-0.2,0.39,-0.48,0.27,-0.04
19530727,-0.33,-0.78,-0.71,-0.61,-0.38,-0.07,-0.69,-0.87,-0.24,-0.95
19530728,0.14,-0.01,0.22,-0.07,0.34,-0.09,0.03,-0.46,0.05,-0.21
19530729,0.52,0.46,0.42,1.16,0.44,0.09,0.28,0.41,0.6,0.34
19530730,0.55,1.51,1.11,1.27,0.75,0.2,0.57,0.94,0.3,1.13
19530731,0.63,1.58,1.07,0.98,0.77,0.1,0.54,0.8,0.5,0.71
19530803,0.22,0.19,0.42,0.58,0.62,0.07,0.33,0.38,0.49,0.18
19530804,0.04,0.04,-0.02,-0.18,-0.12,-0.01,0.26,-0.1,0.23,-0.05
19530805,0.23,0.6,0.17,0.08,0.27,0.02,0.29,0.06,0.09,0.2
19530806,0.36,0.55,0.5,0.46,0.25,0.11,0.19,0.2,0.39,0.46
19530807,0.14,-0.01,-0.14,-0.01,-0.11,0.08,-0.14,0.01,0.21,-0.16
19530810,-0.17,-0.29,-0.13,-0.17,-0.11,0.17,0.07,1.09,0.32,-0.24
19530811,-0.04,-0.42,-0.01,-0.27,0.21,-0.15,0.11,0.11,0.41,-0.14
19530812,0.24,0.1,0.5,0.56,0.99,0.26,0.24,0.98,0.28,0.45
19530813,-0.12,-1.28,0.27,0.02,0.11,-0.05,0.1,0.42,0.01,0.01
19530814,-0.13,-0.8,-0.47,-0.35,0.14,-0.07,-0.19,-0.18,-0.05,-0.5
19530817,-0.31,-0.43,-0.39,-0.16,0.31,-0.02,-0.28,0.42,-0.12,-0.4
19530818,-0.25,0.11,-0.81,-0.52,-1.05,-0.22,-0.08,-0.84,-0.01,-0.54
19530819,-0.9,-0.53,-0.49,-1.01,-0.58,-0.38,-0.23,-0.76,-0.33,-0.8
19530820,0.14,0.2,0.18,-0.42,0.16,0.1,0.09,0.09,0.04,0.3
19530821,-0.01,0.17,0.17,0.17,0.02,0.14,0.02,1.22,0.26,0.13
19530824,-0.76,-1.05,-1.23,-1.72,-1.08,-0.08,-0.81,-1.13,-0.42,-1.52
19530825,-0.21,-0.94,-0.45,-0.76,-0.5,-0.23,-0.57,0.2,-0.46,-0.67
19530826,0.01,-0.54,-0.45,-0.26,-0.74,-0.03,-0.25,0.46,0.06,-0.08
19530827,-0.54,0.05,-0.4,-0.34,-0.35,-0.16,-0.42,-0.77,-0.38,-1.08
19530828,-0.15,-0.31,-0.23,-0.46,-0.45,0.18,0.26,-0.78,-0.2,-0.03
19530831,-1.36,-2.03,-1.96,-1.85,-2.45,-0.59,-1.36,-0.98,-1.17,-2.48
19530901,0.25,-0.05,0.46,0.75,0.85,0.13,0.31,0.36,0.03,0.75
19530902,0.58,0.46,0.99,0.62,0.99,0.22,0.1,0.26,0.47,0.63
19530903,-0.17,-0.1,-0.38,-0.41,-0.18,0.13,0.01,-0.25,0.07,-0.4
19530904,0.39,0.49,0.24,-0.05,0.61,0.29,0.21,0.29,0.44,0.39
19530908,0.22,0.08,0.26,0.06,0.25,0.5,0.19,-0.04,0.31,0.3
19530909,-0.02,0.32,0.1,-0.16,0.07,0.04,-0.04,-0.09,0.09,0.05
19530910,-0.61,-1.51,-1,-0.95,-0.82,-0.17,-0.38,-0.8,-0.45,-1.31
19530911,-1.06,-1.39,-1.71,-1.66,-1.7,-0.12,-0.77,-0.82,-1.14,-1.84
19530914,-1.37,-1.68,-1.91,-2.41,-2.2,-0.45,-1.22,-1.48,-1.54,-2.47
19530915,0.05,0.54,1.09,1.18,0.8,-0.12,0.58,0.19,-0.11,1.23
19530916,0.88,0.5,0.91,0.5,1.22,0.16,0.76,0.93,0.63,1.03
19530917,0.07,0.58,0.06,-0.02,0.16,0.2,-0.38,0.19,0.21,-0.13
19530918,-0.47,-0.33,-0.7,-0.86,-0.73,-0.1,-0.62,-0.11,-0.02,-0.93
19530921,-0.24,-0.82,-0.17,-0.47,-0.14,-0.15,0.03,-0.02,-0.01,-0.19
19530922,0.8,1.37,1.66,1.72,1.6,0.37,0.62,0.79,0.94,1.52
19530923,0.45,0.24,0.37,0.23,0.62,0.22,0.4,1.07,0.39,0.54
19530924,0.13,0.27,0.13,-0.33,0.1,0.07,0.15,-0.65,0.1,-0.08
19530925,-0.03,-0.12,0.36,0.58,0.97,-0.11,0.22,0.1,0.23,0
19530928,0.46,0.4,0.64,0.78,0.91,0,0.3,0.31,0.48,1.17
19530929,0.22,0.68,0.2,-0.12,0.1,0.13,-0.19,0.44,0.46,-0.43
19530930,-0.22,-0.68,-0.36,-0.84,-0.09,0.55,-0.17,-0.22,0.11,-0.71
19531001,0.47,0.29,0.76,0.76,1.37,-0.04,0.64,0.26,0.56,0.27
19531002,0.1,0.62,0.62,0.32,0.5,0,0.29,0.94,0.44,0.08
19531005,-0.35,-0.4,-0.61,-0.64,-0.25,-0.07,-0.31,0.06,0.22,-0.49
19531006,-0.32,0.27,-0.74,-0.7,-0.8,-0.12,-0.24,-0.29,-0.29,-0.63
19531007,0.35,1.27,0.89,0.62,1.1,0.33,0.25,0.75,0.63,0.9
19531008,0.35,0.04,0.44,0.02,0.29,0.07,0.17,0.26,0.25,0.12
19531009,0.11,-0.11,-0.03,-0.07,0.55,-0.02,0.2,-0.21,0.41,-0.02
19531013,-0.21,-0.44,-0.12,-0.48,-0.53,0.19,0.02,-0.16,0.15,-0.26
19531014,-0.03,0.3,0.78,0.52,0.37,-0.05,-0.06,0.67,0.57,0.44
19531015,0.63,2,1.32,1.3,2.39,0.32,0.57,1.83,0.33,1.55
19531016,0.13,1,0.89,0.96,-0.01,0.12,0.14,0.45,0.07,0.76
19531019,0.23,-0.27,0.3,0.25,0.25,0.23,-0.15,-0.02,0.03,0.2
19531020,-0.03,-0.02,0.14,-0.29,0.69,0.3,-0.06,0.23,0.3,-0.06
19531021,-0.09,-0.13,0.2,0.15,-0.3,0,-0.16,-0.67,0.08,-0.13
19531022,0.09,0.97,0.44,0.39,0.66,0.17,-0.03,0.06,0,0.17
19531023,-0.09,0.45,-0.07,0.58,-0.15,-0.23,-0.01,-0.07,0.15,0.11
19531026,-0.14,0.08,-0.16,-0.37,-0.34,-0.43,-0.29,-0.68,-0.11,-0.44
19531027,-0.51,-0.32,-0.31,0.03,-0.21,-0.93,-0.2,-0.58,-0.19,-0.37
19531028,-0.08,-0.1,0.37,0.36,0.14,0.14,0.04,-0.12,0.23,0.19
19531029,0.31,2.52,0.89,1.65,1.45,0.08,0.05,0.09,0.39,1.17
19531030,-0.23,-0.5,-0.12,0.18,-0.12,1.35,-0.01,-0.15,0.17,0.1
19531102,-0.01,0.85,0.45,0.84,0.21,0.14,0.23,0.73,0.47,-0.09
19531104,0.12,-1.1,0.22,0.14,0.69,0.16,0.48,0.47,0.25,-0.13
19531105,0.55,0.17,1,0.98,0.73,0.26,0.68,1.74,0.14,0.67
19531106,0.15,0.46,0.02,-0.26,-0.2,-0.14,0.2,0.17,0.07,0.74
19531109,-0.5,-0.07,-0.03,-0.38,0.29,0.29,-0.31,-0.18,0.05,0.08
19531110,-0.73,-0.87,-0.58,-0.64,-0.59,0.26,-0.24,-0.7,-0.4,-0.66
19531112,0.22,0.09,0.51,0.45,-0.42,0.1,0.09,0.57,0.38,0.23
19531113,0.13,0.32,0.22,0.3,0.32,-0.02,0.62,0.66,0.33,0.01
19531116,-0.37,-1.6,-0.54,-0.67,-0.86,-0.08,-0.01,-0.49,-0.17,-0.55
19531117,-0.34,-0.47,-0.59,-0.28,-1.19,-0.08,0.14,-0.31,-0.22,-0.24
19531118,0.16,0.04,0.38,0.06,0.36,0.04,0.54,0.81,0.09,0.28
19531119,0.15,0.86,0.73,0.32,0.57,0.15,0.16,0.71,0.33,0.34
19531120,-0.13,-0.06,-0.05,-0.03,0.85,0.26,0.09,-0.14,0.2,-0.05
19531123,-0.15,-0.72,-0.19,-0.12,-0.23,0.13,0.01,0.38,0.19,-0.26
19531124,0.19,1.6,0.58,0.13,1.79,0.44,-0.04,0.82,0.38,0.24
19531125,0.33,-0.36,0.43,0.18,0.41,0.21,0.19,0.03,0.22,0.44
19531127,0.49,0.8,0.84,0.17,1.97,0.15,0.27,1.58,0.25,0.89
19531130,0.08,0.62,0.74,0.8,0.29,-0.03,0.23,0.92,0.43,0.82
19531201,-0.15,-0.1,0.13,0.23,0.11,-0.07,0.53,0.07,0.15,0.14
19531202,0.46,0.2,0.56,1.1,1.5,0.09,0.91,-0.01,0.44,0.43
19531203,0.43,0.08,0.41,0.06,-0.21,0.15,0.63,-0.38,0.16,-0.04
19531204,0.03,0.46,-0.33,-0.15,-0.27,-0.02,-0.14,0.04,0.14,-0.12
19531207,-0.2,0.29,-0.26,0.06,-0.81,-0.09,-0.44,0.15,-0.02,-0.35
19531208,-0.3,-0.71,-0.26,-0.67,-0.62,0.06,0.04,-0.32,-0.1,-0.56
19531209,-0.92,-0.11,0.08,-0.05,0.38,0.23,-0.02,-0.1,0.1,0.01
19531210,0.09,-0.65,-0.1,-0.15,-0.19,-0.09,-0.34,0.12,0.08,-0.2
19531211,0.25,-0.9,0.07,0.19,-0.42,0.38,-0.13,-0.3,0.09,-0.28
19531214,0.03,-0.61,-0.38,-0.13,-0.35,0.03,-0.34,0.22,0.1,-0.32
19531215,-0.25,0.69,0.07,-0.48,0.49,-0.06,0.5,-0.37,-0.09,-0.02
19531216,0.15,1.41,1.34,1.2,1.51,0.04,0.04,0.84,0.14,0.72
19531217,0.48,-0.35,0.03,-0.31,-0.13,-0.09,-0.13,-0.31,0,0.08
19531218,-0.21,0.07,0.41,0.6,0.57,0.03,-0.07,0.27,0.07,0.12
19531221,-0.26,-0.28,-0.28,-0.18,0.27,0.05,-0.05,0.02,0.1,-0.53
19531222,-0.61,-0.92,-1.21,-0.39,-0.99,-0.39,-0.6,-0.86,-0.53,-0.92
19531223,-0.04,-0.85,0.11,-0.16,-0.26,-0.06,-0.01,0.21,-0.07,0.2
19531224,0.31,0.4,0.52,0.59,0.4,0.24,0.32,0.01,0.08,0.24
19531228,-0.35,-0.27,-0.53,-0.85,-0.75,0.08,-0.13,0.24,-0.07,-0.33
19531229,-0.24,-0.68,-0.86,-0.6,-1,-0.07,-0.72,-0.44,-0.33,-0.99
19531230,0.57,1.24,0.93,0.59,0.93,0.05,0.58,0.29,0.27,0.64
19531231,0.12,0.44,0.19,-0.03,0.57,0.05,0.77,-0.73,-0.01,-0.26
19540104,1.01,1.03,0.66,0.99,0.78,0.27,0.27,1.84,0.28,1.25
19540105,0.72,1.42,0.62,0.75,0.35,0.35,0.22,0.51,0.36,1.06
19540106,0.33,0.47,-0.11,0.67,0.23,-0.05,0.26,0,0.02,0.25
19540107,-0.79,-0.35,-0.51,-0.09,-0.63,0.02,0.05,0.21,-0.09,-0.48
19540108,-0.46,-1.37,-0.44,-0.4,-0.11,-0.08,-0.2,-0.64,-0.04,-0.38
19540111,-0.57,-0.63,-0.64,-0.59,-0.46,-0.16,-0.19,-0.56,-0.21,-0.49
19540112,0.51,0.07,0.49,0.72,0.84,0.14,0.32,0.12,0.45,0.84
19540113,0.33,1.21,0.43,0.76,0.45,0.24,0.26,0.36,0.33,0.67
19540114,0.45,0.88,0.47,0.6,0.77,0.11,0.25,1,0.24,0.15
19540115,0.67,1.44,0.99,0.83,1.32,0.48,0.76,0.98,0.59,0.91
19540118,0.28,-0.26,-0.08,0.32,-0.25,0.44,0.09,-0.25,0.24,0.06
19540119,0.49,2.14,0.68,0.87,1.08,0.17,0.74,0.06,0.06,0.76
19540120,0.54,-0.05,0.18,0.75,0.3,-0.11,0.18,-0.26,0.23,0.09
19540121,-0.11,0.68,-0.04,-0.02,-0.24,0.06,-0.18,0.49,-0.02,-0.23
19540122,-0.03,-0.25,0.29,0.7,-0.14,-0.22,-0.21,0.37,0.14,0.76
19540125,0.21,0.05,0.46,0.59,0.82,0.04,0.08,0.57,0.19,0.01
19540126,0.44,0.69,1.15,0.44,1.66,0.18,0.45,0.8,0.42,0.69
19540127,0.07,-0.93,-0.45,-0.13,0.06,-0.18,-0.24,-0.42,-0.14,-0.21
19540128,0.03,-0.01,-0.18,0.26,-0.09,0.14,0.2,0.56,0.12,0.1
19540129,0.01,-1,0.48,0.29,-0.06,0.01,0.16,-0.19,0.13,0.67
19540201,-0.14,-1.09,-0.24,-0.11,-0.38,0.06,-0.26,0.34,0.06,-0.28
19540202,-0.39,-0.31,-0.22,-0.18,0.18,-0.08,0.26,-0.14,0.08,-0.24
19540203,0.16,1.73,0.72,0.4,1.09,0.11,0.09,0.24,0.27,0.5
19540204,0.34,0.96,0.59,1.31,0.67,0.15,0.28,0.29,0.39,0.66
19540205,0.2,-0.35,0.11,1.26,0.09,0.13,0.19,-0.11,0.33,0.4
19540208,0.09,0.12,-0.16,-0.1,-0.28,0.24,-0.09,0.06,0.12,0.21
19540209,-0.12,0.06,0.11,-0.22,-0.07,0.66,-0.08,0.37,0.08,-0.08
19540210,-0.01,-0.33,-0.17,-0.21,-0.56,-0.16,-0.07,0.11,0,0.07
19540211,-0.36,-0.54,-0.27,-0.34,1.01,0.07,0.11,0.24,-0.06,0.08
19540212,0.52,0.23,0.28,0.19,1.42,0.08,0.44,-0.33,0.15,0.3
19540215,-0.6,-0.91,-0.45,-0.21,-0.45,0.08,-0.21,0,-0.08,-0.24
19540216,-0.57,-0.61,-0.75,-0.94,-1.62,-0.34,-0.61,-0.61,-0.51,-0.94
19540217,0.32,0.09,0.22,0.59,0.59,0.04,0.06,-0.61,0.01,0.38
19540218,0.33,0.31,0.43,0.78,1.93,0.16,0.18,0.68,0.12,0.11
19540219,0.03,0.54,-0.18,-0.39,-0.64,0.09,-0.03,-0.26,0.13,-0.17
19540223,-0.43,-0.02,-0.54,-0.29,-0.63,0.1,-0.45,-0.49,-0.22,-0.07
19540224,-0.45,0.21,-0.15,-0.06,-0.19,0.05,0.22,-0.21,0.17,-0.11
19540225,0.3,0.65,0.55,0.26,1.01,0.47,-0.27,0.51,0.18,0.53
19540226,0.49,1.02,1.09,1.07,1.78,0.64,0.72,-0.25,0.33,0.43
19540301,0.58,0.36,0.5,0.52,1.91,0.41,0.26,0.36,0.21,0.16
19540302,0.09,0.74,0.18,0.34,0.7,0.1,0.25,0.2,0.03,0.15
19540303,0.06,-0.43,-0.2,0.25,0.95,-0.01,-0.31,-0.07,0.07,0.01
19540304,-0.14,-0.45,0.22,0.85,0.25,0.05,-0.25,0.43,0.15,0.44
19540305,0.26,0.67,0.7,0.6,-0.48,0.22,0.23,-0.48,0.3,0.53
19540308,-0.23,-0.23,-0.3,-0.18,-0.36,0.25,-0.45,-0.34,0.09,-0.52
19540309,0.36,0.03,0.39,0.1,0.32,0.08,-0.23,0.14,0.25,0.11
19540310,0.12,0.44,0.46,0.26,-0.12,0.62,0.1,0.43,0.2,0.16
19540311,0.26,0.05,0.32,0.98,0.38,0.85,0.2,0.02,0.5,0.22
19540312,-0.24,-0.13,-0.13,0,-0.05,-0.49,-0.04,0.06,0.15,-0.11
19540315,-0.1,-0.25,-0.46,-0.35,-0.18,-0.33,-0.53,-0.81,-0.16,-0.27
