Date,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth ,Utils,Other,Mkt-Rf
201508,-0.0418,-0.0613,-0.0558,-0.0363,-0.0585,-0.0842,-0.0534,-0.0834,-0.0401,-0.0618,0.0266
201509,-0.0062,-0.0323,-0.0422,-0.0585,-0.0146,-0.0261,-0.0181,-0.0729,-0.0056,-0.0307,0.0053
201510,0.0664,0.0686,0.093,0.1234,0.1004,0.0885,0.0452,0.0772,0.0207,0.0651,-0.0007
201511,-0.0098,0.0194,0.0049,0.0108,0.0121,-0.0192,0.0085,0.0072,-0.0345,0.012,-0.005
201512,0.0079,-0.0403,-0.0271,-0.097,-0.0248,-0.0302,0.0029,0.0038,-0.0236,-0.0267,-0.026
201601,0.0011,-0.1253,-0.0563,-0.0464,-0.062,-0.0036,-0.0417,-0.094,0.0462,-0.0823,0.0207
201602,0.0058,0.0409,0.0348,-0.0288,-0.0095,0.0117,0.0004,-0.0106,0.0172,-0.0007,-0.0049
201603,0.05,0.1076,0.0682,0.109,0.0842,0.0602,0.0573,0.0292,0.0792,0.0705,0.0116
201604,0.003,0.0146,0.0227,0.0911,-0.0403,0.006,-0.006,0.0356,-0.0078,0.0233,0.0328
201605,0.0072,-0.0111,-0.0069,-0.0092,0.0508,0.003,0.0099,0.0247,0.0224,0.0093,-0.0181
201606,0.0468,-0.0569,0.0085,0.0265,-0.019,0.0312,0.0084,0.0014,0.0737,-0.027,-0.0147
201607,-0.0005,0.0864,0.0405,-0.0279,0.0781,0.0229,0.0349,0.0601,-0.0022,0.0352,-0.0111
201608,-0.0061,0.0029,0.0153,0.014,0.0188,-0.0355,-0.0144,-0.0321,-0.0392,0.0336,0.0334
201609,-0.0251,-0.0164,-0.0021,0.0293,0.0239,0.0054,-0.0068,0.0035,0.0175,-0.0124,-0.0149
201610,-0.0015,-0.0358,-0.0261,-0.0292,-0.0113,-0.0283,-0.0397,-0.0744,-0.0061,0.0061,0.0416
201611,-0.0376,0.076,0.061,0.0955,0.0057,0.0626,0.0445,0.0138,-0.0284,0.113,0.0829
201612,0.0353,0.0383,0.005,0.0218,0.0086,0.0468,-0.0042,0.0085,0.0364,0.0293,0.0358
201701,0.0163,0.0277,0.0343,-0.0432,0.047,0.034,0.01,0.0221,0.0109,0.0098,-0.0278
201702,0.0373,0.0068,0.0413,-0.0237,0.0497,-0.0007,0.0281,0.071,0.0402,0.0374,-0.0179
201703,0.0089,0.0005,0.0016,-0.012,0.0217,0.0083,0.008,-0.0015,0.0032,-0.0168,-0.0317
201704,0.0051,0.0172,0.0186,-0.0284,0.0279,-0.0012,0.027,0.0109,0.0036,0.0024,-0.0187
201705,0.0308,-0.0052,0.0133,-0.0345,0.0427,-0.0192,0.0161,-0.0043,0.0258,-0.0043,-0.0378
201706,-0.0098,0.0351,0.0128,-0.0021,-0.021,-0.0227,-0.019,0.0556,-0.0189,0.0419,0.0135
201707,-0.0012,-0.0111,0.0216,0.0211,0.0379,0.053,0.0006,0.0053,0.0299,0.0144,-0.0028
201708,-0.0171,-0.0016,0.0017,-0.0517,0.0304,-0.0256,-0.0166,0.0179,0.0221,-0.0039,-0.0224
201709,-0.0033,0.0529,0.0421,0.1114,0.0058,-0.0168,0.025,0.015,-0.0196,0.0431,0.0303
201710,0.001,0.012,0.0285,0.0029,0.0686,-0.0574,0.0269,-0.0224,0.031,0.0204,-0.0005
201711,0.041,-0.006,0.035,0.0296,0.0104,0.0372,0.08,0.0236,0.0241,0.0376,-0.0005
201712,0.0201,-0.0083,0.0228,0.0507,-0.0022,0.0459,0.0244,-0.0023,-0.0501,0.0142,0.0014
201801,0.0191,0.0253,0.0421,0.0282,0.0758,0.0318,0.094,0.0638,-0.0281,0.059,-0.0138
201802,-0.0621,-0.0602,-0.0396,-0.1088,-0.0004,-0.0732,-0.0473,-0.039,-0.0452,-0.0331,-0.0119
201803,-0.0107,-0.0559,-0.0214,0.0299,-0.0329,-0.0252,-0.0254,-0.02,0.0321,-0.0265,-0.0012
201804,-0.0396,-0.0013,-0.0336,0.1014,-0.0014,-0.0242,0.039,-0.0028,0.0277,0.0044,0.0054
201805,-0.0051,0.0295,0.0257,0.0349,0.0693,-0.0093,0.0085,0.0243,0.0021,0.012,-0.0316
201806,0.0453,0.0079,-0.0095,0.0056,-0.0034,0.0623,0.0303,0.0152,0.0261,-0.0101,-0.0238
201807,0.028,-0.0142,0.0516,0.0105,0.0226,0.027,0.0315,0.0609,0.0173,0.04,0.004
201808,-0.0107,-0.0052,-0.0023,-0.0285,0.0732,0.0294,0.0804,0.0446,0.0091,0.0244,-0.0408
201809,0.0071,-0.0367,0.0138,0.0346,-0.0026,0.0175,0.0058,0.0199,-0.0055,-0.0122,-0.013
201810,-0.0024,-0.0321,-0.1001,-0.1206,-0.0878,-0.0053,-0.0871,-0.0884,-0.0006,-0.0659,0.0344
201811,0.0046,0.0525,0.0465,-0.0239,-0.0163,0.0253,0.0245,0.063,0.0327,0.0307,0.0025
201812,-0.1123,-0.114,-0.087,-0.1315,-0.0813,-0.0886,-0.0905,-0.0841,-0.0475,-0.1062,-0.0147
201901,0.073,0.1047,0.0974,0.1046,0.0958,0.0569,0.082,0.0501,0.0541,0.0918,-0.0062
201902,0.0142,0.0391,0.0527,0.0246,0.0556,0.0332,0.0085,0.0305,0.0362,0.0277,-0.0284
201903,0.0368,-0.0522,-0.0077,0.02,0.0372,0.003,0.0339,0.0062,0.0332,-0.0127,-0.0407
201904,0.0319,0.0355,0.0403,0.0017,0.0603,0.0634,0.046,-0.0305,0.0102,0.0661,0.0193
