NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth ,Utils,Other
-0.3344811977411755,-0.296892928043661,-0.7254354579844093,-0.6871021372487379,0.25502952096324893,-0.05773481963454538,-0.2770400492960445,-0.15943663937343008,-0.7220568807887041,-0.7576606748051615
0.6373559740345878,0.7532269885762503,0.028102499398502723,-0.6723489733367373,-0.9512641121589149,-0.6690805480883106,0.40926622887570296,-0.11353830941051415,0.3975244308083214,0.3867629871823661
0.979813049585798,0.4542083590578201,1.3191646538408586,2.069067758045621,0.3569015534934865,0.6815511997512326,1.039443548122731,1.3341586035694173,-0.22222852549588756,1.3751222867087858
-1.8534911547319355,-2.1110570784342104,-1.8108540205132024,-1.1662362468518856,-1.494337910423426,-1.272363196736844,-1.2944971524087094,-1.078609970635554,0.03401587836757399,-1.6966568664851605
0.13410627104410666,0.15680453709228487,0.6461033547154161,1.0111676966257632,0.4561038816424294,0.15030285543366045,-0.07647726149267044,-0.038810965646543696,-0.05069757469512776,0.9128024787597846
0.5998253173694599,0.7404986485124551,1.0254691439184056,2.438925553440242,0.8648054136778849,0.6042988966890863,0.46770788496788057,0.6614418402486706,1.0589272180551625,1.052959094290917
0.37170120139916496,0.747671512865097,0.8137888227792902,-0.21855429945479665,0.5640658180570489,0.2774061096133652,0.21009264356698343,1.0033691484470055,-0.3544440852591607,1.0362976227123364
0.8593211169790422,1.4687103332180778,1.499645666876012,2.97897014525317,1.2041392250259046,1.0100958033596865,0.5525895037410979,0.8209464018327455,0.5413237683623358,1.628040486380324
0.4000857041706274,1.8400919530838595,2.0402008235654185,3.090020158048,0.6872424255553428,0.7306226978570047,-0.12427920538699667,0.18098110856179994,0.38457742664076894,1.0794442243248747
-0.3657111147836571,-0.2497846191946014,-0.014130186167112879,0.6087228572478306,-0.6132079678688093,-0.9728179543956107,-0.8119838728479323,-0.7667998871894998,-1.1781361763228506,-0.30763049547239385
0.005600159565853136,1.2752208175160207,0.5277722219366967,0.40446061539820766,0.2845772261934683,0.22394110732729794,-0.31257854512499583,0.7252603459769776,-0.10435209651864699,0.6962823880471162
-0.7843535517325261,-0.08534205842900933,-0.006972590533794353,-0.03851787265976646,-0.08813074951004071,0.15197221325150456,-0.8369350563128131,-0.1448559274495081,0.05551346290353097,0.11780283038732062
1.6792027785164054,1.3937949202170803,1.3923485665984967,2.862056768754033,1.4821078995772259,1.7757372553523227,1.172810463373202,2.4055153942348984,1.8335011621132922,0.8017022418239979
-0.034550726710905054,0.16167557451753883,0.22632332746974237,0.4934840638741326,-0.4712626221008664,-0.2090651796026843,0.3623768394458387,-0.15258421181125684,0.13143487050250266,-0.25909708362315526
0.9444623868672524,-0.771654499262574,0.6890293250417514,1.8783954689184927,-0.2516528344123803,0.6693255357959326,0.809063875620939,-0.005497283194520405,0.7945922149362235,0.657331331007888
1.1577871733025682,1.5940494450137503,0.8116288352689476,1.2056384670335056,1.3773467576574234,0.9747697297422284,0.6177334074768659,0.34168622500046963,1.1029994739403877,1.3460749654258803
1.478006842914659,2.567502552072967,1.6136456901161171,1.8296267281186263,2.0407096646874154,1.3869504515955908,1.3146979480144163,1.0253876325238778,-0.27621851018537286,2.3010478117315505
-0.028972446183840785,0.5047190092982966,-0.15647238843746067,-1.3010766343490396,-0.6537907818681673,-0.5628501647885428,0.8108446182975437,0.1914996315227027,0.7587904164815589,0.43618490477021343
-1.331768093277388,-0.7241936637259659,-1.169243008400378,-1.8081351866096445,-1.131401396766679,-1.0054625813519136,-0.9155843704547099,-0.975554781319007,-1.0080435244690693,-1.0011610296079525
-0.02543846818517843,-1.8623050687203908,-0.39720531913585194,0.9614784609138318,-0.25674338296607396,0.3060902819235775,-0.31547099206752016,-0.04982489515240133,0.7941971861775345,0.025454494944020963
-0.182252598852,-0.2058725723868248,-0.530578151547566,-0.7671542058879386,-0.7766982380094002,0.06418432661536827,-0.06481871300202485,-0.9272387546845197,1.1364409377385736,-0.6664681502512654
-1.6696607557608512,-1.5771611541432264,-1.4257980199178213,-1.028535118811935,-1.7477379937709667,-1.603000467459664,-2.4186348898376986,-1.8508714045762913,-2.174618241113037,-2.0070150654555485
0.7515519624157623,-0.47562126093129087,0.7683244602449594,1.0317019694625027,0.27073454326614665,1.2226547020346121,1.1278367140776857,0.19404396547053937,0.70148562448921,0.9666832880245633
0.24322557429734418,-0.037910786887186555,0.5605178947925603,0.7881203508253573,-0.6591836945788847,-0.30753035559128716,0.15853930104266176,0.5364934982658945,1.0649910714842568,0.4153164004506469
-0.8644236274298693,-0.25840850338507515,-0.5295564122548476,-2.372683838991457,-0.22098904624075466,-0.8800136128153926,-0.5627593565741377,0.7649396537449102,-0.8311314668568746,-0.7159183558843127
-0.21749489733980645,0.8472065598241392,0.2845364283566302,0.011168283676900745,-0.03159226026800253,0.1126026281379175,0.7932813961567926,-0.05082146218338982,-0.3363254677013661,0.9931269284793846
0.7376682717499281,-0.19518844460771884,0.03455739318590428,-0.37821806480434045,0.5097120371383705,0.465203438974443,0.6063121866035588,1.2241243800647195,0.05790185349281413,0.5149733501128213
-0.5312157358254445,0.5437668322507035,0.24946133357424063,1.0977696273915538,-0.6648631157282464,-0.6023949061830198,-0.6286412266350143,-0.7148645389103242,0.3169169214323174,-0.20053667996714886
1.6096672049256628,1.6655595136404873,1.2432438545787674,2.444814351756658,0.7906152977929399,0.8226956539282038,0.6653226249662918,0.7378940012861321,0.9249813974172335,1.2534532797134588
1.5110761446859644,2.3206216541716493,1.2696513839317292,2.1022119841535654,1.670743426559905,1.0586205193303253,1.6870988978359067,0.5607740633449808,1.8557581699357972,1.211525015689002
-0.01454637891721905,1.8070781288270572,0.9295067115161733,1.3039782496328125,1.6936786170194815,0.23638968672425792,0.6251420568018241,0.8157175075634016,-0.20323098715838264,1.0516470123798123
0.4852850928037483,-0.3705287168504173,0.2744317710584257,0.7766979674718446,-0.061651087082072994,0.5845455328673316,-0.10426528439197542,0.14816150314288928,0.5886925151860402,0.5284401369508639
-0.18257503592075966,-0.21333408494192466,-0.12725663319128008,0.40950862826435497,-0.31609518579222273,-0.37530003755292335,0.12070775349396942,-1.0130760326275665,-0.05752371985763083,0.27436680582155787
-0.06730613998395593,0.39563608087191865,0.36540811526926226,-1.0254671592519815,-0.12422232315208598,0.9528992463431241,0.44503186554742963,0.1657595910999213,0.20123528702066934,0.8547573114884223
1.0865748534904989,-0.27318862553215834,-0.3053192794075698,-0.7522410783206275,0.47998696986438233,0.3286496539376514,0.42691904296524297,0.8301771819564363,1.036793213170975,0.25694072193676376
0.747447810124668,2.4162843114209087,1.0689929756076166,1.7623073758251953,2.208362014317133,1.2336432206801753,1.1780976929406517,1.2647517469372345,0.9235712660756717,1.6745139234923452
0.3343765094694789,-0.22454268263962973,-0.4349924419729902,-0.2152837616178981,-0.3796589094221106,0.07199763783388759,-0.46584522265037737,0.325961192972531,-0.5242087044226795,-0.5949967773095982
0.0012661072759506675,1.7072979116945248,0.985551724602064,1.4537372619009097,0.023896496202984396,0.6174320441389494,-0.32886598596496375,0.15875938397711875,0.24518970208770874,0.9836268940483954
0.02092685873490563,0.933574235582816,0.24340297146098822,1.7581991513686455,0.2752804250313916,0.2403686941882931,-0.2555720415839299,1.4814499076735477,-0.29978280177285777,0.5469013079066675
0.668671895811501,1.1053297393820167,0.8824043267911833,3.040718570713093,0.4495626005181281,-0.12605612866895455,0.15975031920146154,0.27931990544640733,0.41101083231972174,0.8789026959443702
-0.4279189905624545,-0.45037600793445814,-0.28527645931294315,0.6137706403673152,-1.0690116354203476,-0.9401429623153251,-1.1546651481248982,-1.144304418602101,-1.1187860881976832,-0.3709588514418779
-0.04557185096536959,-0.2098324402993323,-0.06244897328170578,0.12411124032370852,-0.04629086479964646,0.20870672517994265,-0.5921091419592118,-0.637286067074402,0.6027705160578688,0.06350953341253476
-0.19231494202758187,0.18292741115607256,-0.27875466637693475,0.5631073854833747,-0.24544453477613656,-0.2489051985400607,-0.46031047403820596,-0.10835176676020727,-0.688443947700126,0.29868664810622436
0.09088844056827242,0.9702976471655095,0.059819911602323514,0.18189153075550277,0.687026982356369,0.1395815124825798,-0.012811834051209257,0.5384340336037868,-0.13632442983453502,0.40362964180817595
-0.12623169403768042,2.015817546950017,0.586850885694979,1.5988420777512156,0.5309002749773413,0.7313973105319027,1.019957265686179,1.892053153775034,-0.6421060328013622,1.4103135974838477
0.13017167178937136,0.01648916242227513,0.11924551281099831,-0.5306407584260613,0.6828248890232527,0.0010789063450361812,0.0544857375800515,0.033317243485370115,-0.634742650007576,0.053411305923898714
-0.17911586601450172,-0.9734523726283524,-0.3237742840760728,-0.17360605059332157,-0.5500461320073124,-0.38453736282201467,-1.0722696394036786,-0.22800113610053244,0.4336767136556202,-0.47466952737194157
-0.7117870982840433,-0.6790555282029888,-0.12577615070144516,0.23662703336110627,0.02238218812430256,0.8863554448184844,-1.0403619836241151,-0.8313978783791383,-0.5807654214415984,-0.015452302450423287
-0.7077674673527808,0.18693806718462805,-0.09931084788379911,-0.23353314199371888,0.17470733878672434,-0.9406851900339052,-0.9174320178632143,-0.24093505427903286,-0.022472709972670892,-0.43017540375977037
