Date,SMALL LoBM,ME1 BM2,SMALL HiBM,BIG LoBM,ME2 BM2,BIG HiBM
19811001,1.06,0.46,0.33,1.07,0.6,0.13
19811002,2.47,1.6,1.17,2.26,1.98,1.58
19811005,1.1,0.68,0.78,0.31,0.25,0.18
19811006,0.62,-0.04,-0.18,0.35,-0.2,-0.72
19811007,2.41,1.19,1.08,1.98,1.22,1.68
19811008,1.65,1.16,0.76,1.04,0.75,0.61
19811009,-0.32,0.45,0.4,-0.99,-0.29,0.04
19811012,-0.1,0.28,0.24,-0.3,-0.13,-0.07
19811013,0.25,0.29,0.27,-0.02,-0.38,-0.26
19811014,-1.71,-0.9,-0.53,-1.86,-1.49,-1.03
19811015,0.24,0.12,0.27,0.87,0.45,0.51
19811016,-0.1,-0.01,0.25,-0.52,-0.21,-0.22
19811019,-0.68,-0.12,-0.09,-0.12,-0.06,-0.17
19811020,0.84,0.66,0.41,1.37,1.02,0.61
19811021,0.59,0.09,0.11,0.11,-0.21,-0.36
19811022,-0.26,-0.37,-0.3,-0.4,-0.35,-0.38
19811023,-0.49,-0.36,-0.35,-0.72,-1.07,-0.68
19811026,-0.61,-0.47,-0.62,-0.21,-0.57,-0.45
19811027,1.14,0.66,0.48,1.25,0.68,0.92
19811028,0.73,0.35,0.28,0.25,0.19,0.29
19811029,-0.31,-0.22,-0.17,-0.34,-0.22,-0.42
19811030,1.52,0.98,1.08,2.59,2.01,2.6
19811102,1.54,1.35,0.95,2.9,1.62,0.77
19811103,0.5,0.87,0.41,0.39,0.61,0.18
19811104,0.29,0.38,0.25,0.08,0.14,0.29
19811105,-0.2,-0.08,0.13,-1.19,-0.52,-0.21
19811106,-0.36,-0.19,0.03,-0.73,-0.46,-0.17
19811109,-0.26,0.04,0.25,0.37,0.19,1.32
19811110,-0.35,0.1,0.45,-0.69,-0.07,-0.25
19811111,-0.17,0.1,0.26,0.11,0.12,0.64
19811112,0.3,0.6,0.5,-0.11,0.45,0.72
19811113,-0.83,-0.24,-0.05,-1.75,-0.89,-0.3
19811116,-2.05,-1.08,-0.87,-1.54,-1.11,-0.55
19811117,-0.11,0.04,0.06,0.69,0.65,0.66
19811118,-0.12,0.06,0.03,-0.69,-0.47,-0.02
19811119,-0.14,0.05,-0.08,0.87,0.55,-0.32
19811120,1.01,0.6,0.45,1.14,0.77,0.69
19811123,-0.29,0,-0.01,0.22,0.05,-0.88
19811124,0.55,0.63,0.47,1.42,1.39,1.18
19811125,0.53,0.41,0.58,0.3,0.51,0.18
19811127,0.62,0.64,0.54,0.99,0.67,0.29
19811130,0.49,0.61,0.16,1.3,0.88,-0.1
19811201,-0.26,0.09,0.02,-0.36,0.16,-0.44
19811202,-0.49,-0.25,-0.37,-1.23,-0.93,-0.79
19811203,0.12,-0.02,-0.16,0.47,0.39,0.4
19811204,0.58,0.56,0.37,0.71,0.68,0.73
19811207,-0.98,-0.4,-0.38,-0.87,-0.7,-0.65
19811208,-0.88,-0.68,-0.53,-0.19,-0.56,-0.34
19811209,0.29,0.12,-0.01,0.67,0.54,-0.04
19811210,0.43,0.25,0.3,0.17,0.09,0.26
19811211,-0.24,-0.01,-0.16,-0.52,-0.61,-0.66
19811214,-1.73,-1.22,-1.05,-1.75,-1.54,-1.2
19811215,0.25,0.03,0.16,0.04,0.07,0.17
19811216,0.08,0,-0.14,-0.4,-0.35,-0.43
19811217,0.37,0.14,0.03,0.79,0.42,-0.17
19811218,0.96,0.36,0.27,0.76,0.63,0.6
19811221,-0.52,-0.21,-0.2,-0.59,-0.33,-0.17
19811222,-0.44,-0.15,-0.08,-0.49,-0.4,-0.03
19811223,-0.19,-0.14,0,-0.54,-0.32,-0.31
19811224,0.35,0.15,0.14,0.33,0.11,0.24
19811228,-0.47,-0.23,-0.04,-0.2,-0.19,-0.09
19811229,-0.8,-0.35,-0.33,-0.69,-0.4,-0.32
19811230,0.31,0.3,0.18,0.53,0.24,0.42
19811231,0.96,0.69,0.52,0.27,0.28,0.31
19820104,-0.14,0.3,0.59,0.1,0.13,0.56
19820105,-2.02,-1.18,-0.5,-2.56,-2,-1.12
19820106,-0.88,-0.77,-0.45,-1.15,-0.63,-0.12
19820107,0.07,-0.1,0.04,-0.28,-0.33,-0.11
19820108,0.75,0.27,0.56,0.42,0.42,0.78
19820111,-2.53,-1.58,-1.1,-2.81,-2.38,-0.67
19820112,-1.11,-0.73,-0.65,-0.44,-0.34,-0.66
19820113,-1.19,-0.73,-0.58,-1.22,-1.31,-1.21
19820114,0.32,-0.02,0.08,0.9,0.25,0.37
19820115,1,0.58,0.34,0.95,0.62,-0.02
19820118,0.08,0.13,0.01,1.26,0.33,0.3
19820119,-0.7,-0.25,-0.06,-1.26,-0.98,-0.31
19820120,-0.35,-0.32,-0.15,-0.84,-0.74,0.08
19820121,0.14,-0.01,0.14,0.49,0.26,0.53
19820122,-0.65,-0.1,-0.02,-0.62,-0.23,0.03
19820125,-1.75,-1.02,-0.75,0.02,-0.34,-0.36
19820126,-0.09,-0.1,-0.12,-0.2,-0.04,0.01
19820127,0,-0.14,0.1,0.68,0.33,0.09
19820128,2.67,1.56,0.93,3.47,2.17,1.71
19820129,1.49,0.94,0.79,1.37,1.17,0.6
19820201,-1.33,-0.62,-0.48,-2.16,-1.74,-1.41
19820202,0.31,0.33,0.22,0.3,0.46,0.06
19820203,-0.31,-0.17,0.12,-1.31,-0.79,-0.65
19820204,-0.53,-0.13,0.18,-0.03,-0.12,-0.3
19820205,0.72,0.73,0.67,0.88,0.79,0.76
19820208,-2.81,-1.43,-0.87,-2.63,-1.93,-1.37
19820209,-1.7,-0.89,-0.64,-1.16,-0.69,-0.35
19820210,0.39,0.17,0.16,0.61,0.91,0.61
19820211,-0.41,-0.24,0.02,-0.13,-0.21,0.33
19820212,0.28,0.1,0.02,0.03,-0.18,0.1
19820216,-0.98,-0.48,-0.56,-0.16,-0.57,-0.36
19820217,0.39,0.25,-0.07,-0.16,-0.15,-0.46
19820218,0.1,-0.1,-0.08,0.28,0.29,-0.4
19820219,-0.42,-0.4,-0.33,-0.72,-0.3,0.09
19820222,-1.36,-0.42,-0.1,-2.1,-0.99,-0.09
19820223,-1.24,-0.59,-0.08,-0.44,0.13,0.39
19820224,0.79,0.38,0.56,1.65,1.63,1.35
19820225,0.73,0.52,0.36,-0.11,0.07,-0.32
19820226,-0.29,-0.08,0.18,-0.29,0.03,0.1
19820301,0.22,0.28,0.4,0,0.55,0.46
19820302,-0.28,0.38,0.28,-0.91,-0.41,0.79
19820303,-2.43,-1.12,-0.33,-2.14,-1.28,-0.25
19820304,-1.7,-0.73,-0.45,-1.59,-0.89,0.04
19820305,-1.8,-0.68,-0.26,-1.23,-0.34,0.62
19820308,-2.7,-1.08,-0.59,-2.34,-1.22,-0.25
19820309,-0.5,-0.65,-0.35,1.46,0.94,0.1
19820310,1.03,0.37,0.37,0.59,0.55,0.27
19820311,-0.32,0.05,-0.09,-0.29,0.11,0.02
19820312,-1.15,-0.64,-0.31,-0.78,-0.81,-0.47
19820315,0.04,-0.25,-0.27,1.28,0.54,-0.41
19820316,0.57,0.19,0.14,-0.14,0.05,-0.23
19820317,0.16,-0.1,0.01,-0.06,-0.26,-0.13
19820318,1.77,0.6,0.64,1.41,1.14,0.6
19820319,1.04,0.55,0.52,0.49,-0.06,0.31
19820322,2.45,1.26,0.74,2.68,1.6,1.07
19820323,0.96,0.47,0.37,0.83,0.62,0.31
19820324,0.04,0.13,0.06,-0.56,-0.51,-0.19
19820325,1.02,0.5,0.45,0.34,0.36,0.2
19820326,-0.53,-0.38,-0.08,-0.96,-1.02,-0.74
19820329,0.23,0.14,0.13,0.36,0.07,0
19820330,0.13,0.05,0.14,0.04,0.05,0.05
19820331,-0.18,0.1,0.05,-0.17,-0.21,-0.24
19820401,1.21,1,0.66,1.99,1.46,0.5
19820402,1.34,0.54,0.28,1.64,1.03,0.42
19820405,-0.1,0.17,0.02,-0.23,-0.24,-0.64
19820406,0.37,0.36,0.28,0.69,0.49,0.56
19820407,0.7,0.24,0.37,0.14,0.27,-0.02
19820408,0.56,0.66,0.35,0.76,0.65,0.31
19820412,-0.28,0.13,0.06,-0.22,-0.18,-0.21
19820413,0.1,0.23,0.14,-0.14,-0.05,0.28
19820414,-0.26,-0.11,0.08,-0.02,-0.33,0.14
19820415,0.54,0.32,0.28,0.8,0.27,0.06
19820416,0.63,0.46,0.45,0.9,0.16,0.45
19820419,-0.05,0.53,0.14,-0.4,0.01,0.44
19820420,-0.49,-0.29,-0.08,-1.29,-0.97,-0.32
19820421,0.32,0.4,0.31,0.09,0.39,0.54
19820422,0.85,0.61,0.4,1.44,1,0.75
19820423,1.15,0.48,0.5,1.46,1.22,0.51
19820426,0.65,0.44,0.25,0.66,0.51,0.09
19820427,-0.58,-0.55,-0.21,-1.09,-0.81,-0.74
19820428,-0.01,0.02,-0.12,-0.59,-0.77,-0.58
19820429,-0.62,-0.2,-0.39,-1.17,-0.87,-0.54
19820430,0.38,0.12,0.11,0.25,0.26,0.17
19820503,-0.03,0.17,0.06,0.28,0.57,0.29
19820504,0.66,0.57,0.48,0.71,0.66,0.5
19820505,-0.18,0.13,0.05,0.29,0.12,0.3
19820506,1.08,0.64,0.64,0.77,1.04,0.95
19820507,0.63,0.33,0.42,0.71,1.05,0.54
19820510,-0.49,-0.37,-0.36,-0.92,-0.54,-0.84
19820511,0.78,0.4,0.3,1.01,0.87,0.56
19820512,-0.07,-0.19,0.09,-0.44,-0.13,-0.12
19820513,-0.18,-0.13,-0.02,-0.58,-0.64,-0.67
19820514,0.13,0.13,0.04,-0.07,-0.2,-0.1
19820517,-1.18,-0.53,-0.41,-1.09,-1.04,-0.95
19820518,-0.93,-0.71,-0.53,-0.83,-0.79,-0.59
19820519,-0.66,-0.58,-0.32,-0.9,-0.69,-0.44
19820520,-0.89,-0.56,-0.39,-0.28,-0.44,-0.14
19820521,-0.02,-0.04,-0.1,0.15,0.19,0.61
19820524,-0.34,-0.4,-0.38,0.23,-0.11,-0.09
19820525,-0.17,-0.09,-0.1,-0.44,-0.16,-0.12
19820526,-1.63,-1,-0.85,-1.37,-1.12,-0.94
19820527,-0.42,-0.4,-0.43,-0.33,-0.54,-0.34
19820528,0.24,0.36,0.34,-0.45,-0.4,-0.52
19820601,-0.73,-0.55,-0.42,-0.03,-0.29,-0.66
19820602,0.33,0.13,0.52,0.48,0.38,0.19
19820603,-0.36,-0.12,0.05,-0.4,0.1,-0.09
19820604,-1.65,-0.84,-0.64,-1.74,-1.43,-1.14
19820607,-0.6,-0.48,-0.41,0.15,-0.26,0.07
19820608,-0.5,-0.22,-0.32,-0.51,-0.23,-0.24
19820609,-1.1,-0.81,-0.57,-0.58,-0.54,-0.61
19820610,0.38,0.17,0.18,0.61,0.39,0.2
19820611,1.73,1.29,0.98,1.56,1.61,1.45
19820614,-1.14,-0.7,-0.26,-1.39,-1.03,-0.84
19820615,-0.56,-0.31,-0.21,-0.34,-0.28,-0.18
19820616,-0.15,0.03,0.06,-0.82,-0.45,-0.43
19820617,-1.25,-0.63,-0.53,-1.35,-0.81,-0.64
19820618,-0.78,-0.52,-0.39,-0.36,-0.54,-0.38
19820621,0.13,0.24,-0.01,0.1,-0.08,-0.1
19820622,0.63,0.29,0.06,1.19,0.7,0.3
19820623,1.7,0.66,0.62,2.18,1.44,0.89
19820624,0.18,0.36,0.27,-0.38,-0.03,-0.04
19820625,-0.5,-0.24,-0.19,-0.54,-0.59,-0.76
19820628,0.44,0.27,0.11,1.18,0.8,0.29
19820629,-0.26,-0.02,0.01,-0.36,0.35,0.58
19820630,0.46,0.39,0.27,-1.07,-0.34,0.51
19820701,-0.84,-0.22,-0.13,-1.01,-0.6,-0.64
19820702,-0.57,-0.12,0.01,-1.03,-0.62,-0.7
19820706,-0.42,-0.36,-0.19,-0.26,-0.6,-0.19
19820707,-0.34,-0.12,-0.11,0.03,-0.4,0.05
19820708,-0.55,-0.47,-0.66,0.48,-0.28,0.34
19820709,1.24,0.88,0.88,1.45,0.91,1.07
19820712,0.75,0.8,0.61,0.92,0.16,1.36
19820713,-0.11,0.14,0.14,0.32,-0.23,-0.55
19820714,-0.08,0.02,-0.21,1.1,0.86,0.05
19820715,0.11,0.2,0.22,0.23,0.01,-0.16
19820716,0.39,0.14,-0.05,0.77,0.43,0.24
19820719,0.02,0.04,0.23,-0.18,-0.48,0.08
19820720,0.4,0.43,0.29,0.8,0.29,0.8
19820721,0.42,0.38,0.1,-0.09,0.15,-0.22
19820722,0.49,0.15,0.25,-0.17,0.24,0.03
19820723,0.02,0.03,0.11,-0.35,-0.54,-0.11
19820726,-0.46,-0.38,-0.53,-0.88,-0.43,-0.75
19820727,-0.43,-0.27,-0.31,-0.85,-0.78,-0.83
19820728,-1.66,-1.25,-1.02,-1.66,-1.6,-1.08
19820729,-0.66,-0.49,-0.51,0.33,-0.26,-0.29
19820730,-0.15,-0.04,-0.09,-0.53,-0.5,-0.29
19820802,0.77,0.6,0.66,1.54,1.83,1.62
19820803,-0.55,0.03,-0.02,-1.05,-0.87,-0.67
19820804,-1.41,-0.77,-0.54,-1.9,-1.37,-1.06
19820805,-1.11,-0.69,-0.56,-1.21,-0.51,-0.48
19820806,-1.17,-0.59,-0.52,-1.73,-1.11,-0.56
19820809,-2.07,-1.31,-1.13,-0.59,-0.57,-0.64
19820810,-0.22,-0.07,0,-0.15,-0.18,0.05
19820811,-0.57,-0.39,-0.26,-0.73,-0.12,0.2
19820812,-0.57,-0.31,-0.27,-0.55,-0.29,0.43
19820813,-0.16,0.13,0.15,0.78,1.46,1.97
19820816,0.57,0.64,1.09,0.32,0.33,0.76
19820817,2.24,1.92,2.25,4.5,4.34,4.8
19820818,1.75,1.36,1.15,-0.1,0,-0.31
19820819,-0.25,-0.01,-0.06,0.35,0.23,0.48
19820820,2.07,1.38,1.42,3.38,3.44,3.16
19820823,2.14,1.69,1.3,2.89,2.88,2.38
19820824,1.16,0.68,0.55,-0.09,-0.54,-0.72
19820825,2.59,1.53,1.15,2.01,2.45,1.59
19820826,2.14,1.52,0.97,1.27,1.1,0.18
19820827,-0.25,-0.27,-0.29,-0.73,-1.35,-1.62
19820830,0.13,0.22,-0.06,0.88,0.13,0.25
19820831,0.82,1.41,0.96,1.76,1.5,1.15
19820901,-0.79,-0.09,-0.04,-1.03,-0.96,-0.72
19820902,1.48,1.1,1,1.95,1.67,1.02
19820903,1.43,0.94,0.64,2.04,2.18,1.63
19820907,-0.76,-0.18,-0.01,-1.1,-0.82,-1.08
19820908,0.83,0.59,0.62,0.72,1.07,0.21
19820909,0.61,0.49,0.63,-0.24,0.23,-0.2
19820910,-0.42,-0.33,-0.07,-0.83,-0.82,-0.6
19820913,0.36,0.1,0.12,1.3,0.48,1.09
19820914,0.91,0.75,0.75,1.02,0.77,0.62
19820915,0.51,0.56,0.68,1.05,0.91,0.43
19820916,0.31,0.48,0.19,-0.11,-0.18,-0.42
19820917,-0.53,-0.33,-0.32,-1.08,-0.9,-1.06
19820920,-0.76,-0.26,-0.07,0.1,0.04,-0.32
19820921,1.26,1.09,0.85,2,1.7,1.71
19820922,0.25,0.31,0.21,-0.89,-0.57,0.09
19820923,-0.35,-0.35,-0.05,0.08,-0.32,-0.26
19820924,0.17,0.17,0.14,-0.19,-0.35,-0.55
19820927,-0.18,0.07,0.08,0.31,0.12,0.25
19820928,0.04,0.32,0.22,-0.39,-0.06,-0.26
19820929,-1.17,-0.54,-0.47,-1.49,-1.31,-0.9
19820930,-0.55,-0.24,-0.12,-1.22,-0.77,-0.6
19821001,0.84,0.45,0.54,1.17,1.14,1.49
19821004,-0.47,-0.14,-0.13,-0.15,-0.12,-0.52
19821005,0.66,0.53,0.35,0.4,0.58,0.26
19821006,2.12,1.62,1.46,3.87,2.79,2.59
19821007,1.76,1.86,1.2,2.07,2.26,1.89
19821008,1.41,1.39,1.44,1.83,1.56,2.32
19821011,1.83,1.93,1.76,2.21,2.42,2.49
19821012,-0.03,0.12,0.13,-0.24,0.35,-0.64
19821013,2.78,1.53,1.37,1.72,2.31,0.96
19821014,0.15,-0.02,-0.23,-2.07,-1.02,-1.24
19821015,-0.17,0.1,0.07,-0.57,-0.81,-0.6
19821018,1.44,1.06,1.24,2.75,1.96,1.65
19821019,0.07,0.13,0.48,-0.08,0.04,0.1
19821020,1.74,1.36,1.11,2.19,1.98,1.73
19821021,0.61,0.8,0.13,0.31,-0.18,-0.75
19821022,1.32,0.96,0.9,-0.17,-0.11,-0.1
19821025,-2.74,-2.1,-1.96,-3.62,-4.31,-3.29
19821026,-0.62,-0.6,-0.62,1.01,0.55,0.78
19821027,1.92,1.43,1.19,0.62,0.68,0.75
19821028,-0.11,-0.03,0.23,-1.17,-1.27,-0.92
19821029,0.44,0.17,0.54,0.25,0.13,0.54
19821101,0.85,0.74,0.58,1.51,1.06,1.14
19821102,1.57,1.77,1.6,1.53,1.62,1.44
19821103,2.88,2.55,2.29,3.96,3.74,3.45
19821104,0.56,0.32,0.72,-0.47,-0.3,-0.75
19821105,1.22,0.58,1.15,0.55,0.28,0.52
19821108,0.08,-0.17,-0.02,-1.07,-1.11,-1.05
19821109,1.98,1.65,1.53,2.09,1.27,1.6
19821110,-0.1,0.05,-0.32,-1.24,-1.22,-1.1
19821111,0.55,0.39,0.37,0.71,0.29,0.37
19821112,0.37,0.2,0.55,-1.21,-1.56,-0.62
19821115,-2.21,-1.04,-0.89,-1.94,-1.72,-1.6
19821116,-2.29,-1.62,-1.2,-1.38,-1.25,-0.99
19821117,1.69,1.18,0.95,1.82,1.85,1.62
19821118,1,0.58,0.61,0.46,0.46,0.14
19821119,-0.07,0.17,0.23,-0.55,-0.99,-0.76
19821122,-1.69,-1.1,-0.99,-2.32,-2.1,-1.45
19821123,-0.54,-0.4,-0.3,-0.57,-1.18,-0.78
19821124,0.76,0.55,0.51,0.93,0.62,0.7
19821126,1.21,0.66,0.44,0.85,0.69,0.52
19821129,-0.28,-0.07,-0.24,-0.39,-0.66,-0.45
19821130,2.2,1.17,1.34,3.89,2.71,2.1
19821201,1.7,1.2,0.55,0.3,0.12,0.2
19821202,0.14,0.03,0.21,0.17,-0.16,0.12
19821203,0.1,0.02,0.1,-0.07,-0.11,-0.05
19821206,1.03,0.75,0.57,2.7,1.63,1.21
19821207,0.85,0.8,0.62,1.03,0.33,0.25
19821208,0.44,0.42,0.19,-0.59,-0.51,-0.43
19821209,-1.19,-0.86,-0.75,-1.89,-0.29,-1.22
19821210,-1.27,-1.04,-0.78,-0.71,-0.1,-0.46
19821213,-0.31,-0.17,-0.25,0.18,-0.02,0.86
19821214,-1.56,-0.95,-0.44,-2.25,-1.68,-0.48
19821215,-2.68,-2.02,-1.49,-1.94,-1.28,-1.47
19821216,-0.32,-0.55,-0.23,0.35,-0.35,-0.36
19821217,1.89,0.98,0.86,2.01,1.42,0.83
19821220,-0.53,-0.32,-0.28,-0.84,-0.97,-0.64
19821221,0.81,0.32,0.53,1.75,1.36,1.49
19821222,0.78,0.58,0.41,0.3,0.21,-0.06
19821223,0.68,0.53,0.33,0.52,0.49,0.91
19821227,0.67,0.64,0.53,1.49,1.61,1.87
19821228,-0.69,-0.1,-0.1,-1.03,-0.74,-0.72
19821229,0.27,0.22,-0.1,0.31,0.36,0.45
19821230,-0.23,0,-0.15,-0.82,-0.41,-0.58
19821231,0.79,0.72,0.43,0.38,0.3,-0.04
19830103,-1.06,-0.5,-0.41,-2.22,-1.18,-0.85
19830104,0.94,0.45,0.45,1.77,2.07,1.9
19830105,0.99,0.57,0.72,0.02,0.83,0.67
19830106,2.49,1.49,1.55,2.11,2.82,2.05
19830107,0.81,0.76,0.45,-0.24,0.01,0.28
19830110,1.59,0.92,0.85,1.16,1.18,0.85
19830111,-0.24,0.02,0.25,-0.54,-0.67,-0.63
19830112,0.88,0.8,0.56,0.58,0.57,0.78
19830113,-0.01,-0.04,-0.23,-0.42,-0.94,-0.11
19830114,1.34,0.92,0.85,0.67,0.22,0.91
19830117,1.02,0.59,0.32,0.44,-0.32,0.36
19830118,0.24,-0.01,-0.18,-0.09,-0.25,0.01
19830119,-0.74,-0.59,-0.58,-0.9,-0.27,-1.01
19830120,0.43,0.14,-0.05,0.14,0.94,0.76
19830121,-1.33,-0.84,-0.77,-1.81,-1.43,-1.31
19830124,-3.75,-2.75,-2.06,-2.3,-3.21,-2.28
19830125,1.14,0.75,0.75,1.65,0.4,1.66
19830126,1.32,0.55,0.44,0,-0.14,-0.04
19830127,2.02,1.25,0.85,1.99,1.7,1.77
19830128,0.59,0.63,0.73,0.21,0.57,-0.39
19830131,0.79,0.25,0.49,0.72,0.54,0.48
19830201,-0.55,-0.12,0.05,-1.52,-1.31,-0.85
19830202,-0.1,-0.02,0.27,-0.06,-0.03,0.38
19830203,0.64,0.75,0.66,0.49,0.98,1.01
19830204,1.32,1,0.79,1.56,1.43,0.84
19830207,0.32,0.79,0.67,0.27,0.81,0.58
19830208,-0.42,-0.1,0.05,-0.89,-0.63,-0.75
19830209,0.32,0.11,0.26,-0.33,-0.51,-0.44
19830210,1.59,0.99,0.97,1.65,1.76,1.2
19830211,0.49,0.36,0.36,0.4,0.02,-0.26
19830214,1.07,0.72,0.32,1.39,0.76,0.38
19830215,0.39,0.3,0.03,-0.12,-0.21,-0.56
19830216,-0.03,0.04,-0.01,-0.77,-0.65,-0.14
19830217,-0.22,0.06,-0.04,0,0.01,-0.02
19830218,0.6,0.6,0.79,0.52,0.32,0.27
19830222,-1.41,-0.4,-0.48,-1.12,-2.06,-0.68
19830223,0.35,0.38,0.37,1.12,0.58,0.95
19830224,1.15,0.83,0.85,1.94,1.93,1.36
19830225,-0.26,0.25,0.44,0,0.3,0.32
19830228,-1.05,-0.18,0.32,-0.85,-1.04,-1.34
19830301,0.36,0.72,0.88,1.59,1.78,2.11
19830302,0.69,0.89,0.62,0.9,1.07,0.71
19830303,0.7,1.08,0.92,0.59,1.04,0.73
19830304,0.17,0.29,0.67,0.1,0.19,0.37
19830307,0.09,0.51,0.48,-0.04,0.11,-0.07
19830308,-1.29,-0.45,-0.23,-1.55,-1.46,-1.16
19830309,1.06,0.57,0.46,0.95,1.09,0.74
19830310,0.36,0.39,0.12,-0.89,-0.49,-0.42
19830311,-0.11,-0.28,-0.09,-0.42,-0.41,-0.12
19830314,-0.93,-0.56,-0.07,-0.38,-0.24,-0.49
19830315,-0.26,0.01,-0.05,0.26,0.27,0.49
19830316,-0.19,0.17,0.04,-1.08,-1.04,-0.35
19830317,-0.71,-0.01,-0.1,0.02,-0.32,-0.12
19830318,0.38,0.44,0.34,0.37,0.16,-0.05
19830321,0.33,0.4,0.51,0.85,0.92,0.48
19830322,0.29,0.48,0.2,-0.19,-0.46,-0.22
19830323,1.04,0.79,0.86,1.48,1.33,1.18
19830324,0.54,0.64,0.69,0.27,0.55,0.32
19830325,0.03,0.07,0.07,-0.17,-0.42,-0.59
19830328,-0.65,-0.35,-0.38,-0.49,-0.63,-0.54
19830329,-0.11,-0.09,-0.21,-0.05,-0.2,-0.26
19830330,0.72,0.54,0.39,1.22,1.04,0.88
19830331,0.14,-0.03,0.08,-0.8,0.6,-0.58
19830404,-0.63,-0.2,-0.39,-0.18,0.24,0.2
19830405,-0.16,-0.04,0.22,-0.62,-0.72,-0.73
19830406,-1.19,-0.67,-0.35,-0.67,-0.8,-0.16
19830407,0.05,0.15,0.36,0.2,0.57,0.5
19830408,0.42,0.5,0.63,0.5,1.03,0.41
19830411,1.2,0.8,0.84,1.46,1.66,0.94
19830412,0.7,0.67,0.38,0.33,0.59,0.36
19830413,0.98,0.98,0.86,0.84,0.55,0.58
19830414,1.22,0.95,1,0.8,0.93,0.55
19830415,0.93,0.52,0.56,0.51,0.21,0.78
19830418,0.68,0.69,0.56,0.78,0.38,0.86
19830419,-0.38,-0.12,-0.22,-0.74,-0.39,-0.81
19830420,1.11,1.07,0.73,1.18,1.19,1.14
19830421,0.2,0.2,0.36,-0.34,-0.48,-0.1
19830422,0.52,0.3,0.58,0.17,0.26,0.12
19830425,-0.87,-0.56,-0.42,-1.07,-0.88,-0.72
19830426,0.97,0.57,0.71,1.48,1.93,1.7
19830427,0.08,0.3,-0.01,-0.3,0.18,-0.24
19830428,0.84,0.86,0.47,0.69,1.21,0.96
19830429,1.03,0.78,0.49,0.61,1.07,0.59
19830502,-0.94,-0.49,-0.51,-1.45,-1.22,-1.31
19830503,-0.05,-0.29,0.04,0.04,-0.01,0.2
19830504,1.35,1.03,0.74,0.61,0.86,0.97
19830505,1.58,1.02,1.12,0.98,0.15,1
19830506,1.52,1.31,1.29,1.29,0.95,0.96
19830509,0.5,0.5,0.48,0,0.06,-0.29
19830510,0.93,0.69,0.85,0.02,0.19,0.25
19830511,-0.58,-0.25,-0.2,-0.81,-0.35,-0.45
19830512,-0.15,-0.07,-0.1,-0.3,-0.31,-0.49
19830513,1.05,0.69,0.69,0.42,0.32,0.34
19830516,-1.35,-1.16,-1.06,-0.95,-0.57,-1.1
19830517,0.67,0.54,0.54,0.29,0.32,0.28
19830518,0.9,0.62,0.29,-0.01,-0.19,-0.21
19830519,-0.45,-0.48,-0.56,-0.55,-0.85,-0.65
19830520,0.13,-0.15,-0.02,0.02,0.03,-0.1
19830523,0.33,0.05,-0.06,0.94,0.94,0.61
19830524,1.65,1.33,1.03,1.08,1.36,1.27
19830525,0.86,0.63,0.77,0.52,0.43,0.41
19830526,0.56,0.34,0.08,-0.38,-0.54,0.01
19830527,0.3,0.24,0.24,-0.63,-0.32,-0.53
19830531,-1.17,-0.79,-0.66,-1.26,-1.08,-1.23
19830601,-0.18,-0.15,-0.19,0.39,-0.02,-0.14
19830602,1.01,0.72,0.59,1.01,0.73,0.56
19830603,1.14,0.8,0.56,0.49,0.27,0.04
19830606,0.6,0.47,0.22,0.52,0.21,0.14
19830607,-0.18,-0.13,-0.29,-1.04,-1.21,-0.98
19830608,-0.93,-0.62,-0.83,-0.52,-1.03,-1
19830609,0.35,0.02,0.39,0.32,0.16,0.25
19830610,1.16,0.93,0.86,0.51,0.62,0.74
19830613,1.25,0.93,0.8,0.88,1.69,1.07
19830614,0.54,0.72,0.58,0.53,0.49,0.15
19830615,0.78,0.89,0.7,1.36,0.71,0.61
19830616,1.19,1.11,0.5,0.97,1.35,0.84
19830617,0.05,0.11,-0.09,-0.15,0.35,-0.25
19830620,-0.01,-0.06,-0.11,-0.16,0.07,-0.14
19830621,0.59,0.42,0.19,0.82,1.01,0.46
19830622,0.49,0.19,0.3,0.21,0.36,-0.07
19830623,-0.02,-0.19,-0.3,0.01,-0.27,-0.5
19830624,0.54,0.05,0.45,0.53,-0.3,0.01
19830627,-1.49,-1.1,-0.99,-1.22,-1.12,-0.76
19830628,-2.8,-1.83,-1.62,-1.84,-1.53,-1.39
19830629,0.3,0.07,-0.14,0.77,0.33,0.44
19830630,1.17,0.99,0.84,0.83,0.84,0.76
19830701,0.79,0.85,0.71,0.68,0.45,0.51
19830705,-1.43,-0.83,-0.4,-1.69,-1.09,-1.06
19830706,0.74,0.91,0.9,0.9,1.05,1.09
19830707,0.18,0.08,0.09,-0.51,-0.44,-0.58
19830708,-0.29,-0.15,0.04,-0.18,-0.18,-0.23
19830711,0.21,0.24,0.4,0.63,0.34,0.54
19830712,-1.44,-0.83,-0.62,-1.52,-1.46,-1.19
19830713,-0.79,-0.46,-0.03,-0.45,-0.1,0.31
19830714,0.4,0.45,0.17,0.15,0.32,0.52
19830715,-0.95,-0.44,-0.4,-1.2,-1.07,-0.72
19830718,-1.03,-0.68,-0.47,-0.49,-0.1,-0.19
19830719,0.33,0.38,0.31,0.46,0.67,0.43
19830720,1.75,1.35,1.08,2.95,2.35,2.22
19830721,0.65,0.68,0.28,0.24,0.17,-0.49
