Date,Food ,Beer ,Smoke,Games,Books,Hshld,Clths,Hlth ,Chems,Txtls,Cnstr,Steel,FabPr,ElcEq,Autos,Carry,Mines,Coal ,Oil  ,Util ,Telcm,Servs,BusEq,Paper,Trans,Whlsl,Rtail,Meals,Fin  ,Other
196707,221.41,186.94,270.63,84.14,159.99,548.31,51.91,585.8,355.79,62.63,90.76,212.19,135.3,129.62,597.23,258.55,135.81,138.3,778.05,384.36,1611.72,64.93,400.71,254.13,220.57,34.71,158.02,70.69,119.01,45.33
196708,233.94,191.8,293.17,90.78,164.56,583.3,54.38,607.64,370.53,68.92,97.12,228.54,144.28,141.14,648.1,269.5,154.88,142.58,840.4,392.28,1504.96,69.49,415.94,267.15,236.17,36.48,167.52,71.81,129.06,49.23
196709,229.3,192.15,276.18,92.61,163.01,587.05,57.18,609.58,369.8,70.32,100.03,232.43,144.44,145.34,648.43,268.92,149.07,143.24,820.88,387.97,1473.84,70.98,413.49,265.54,229.53,32.06,167.72,71.5,130.03,46.54
196710,234.64,188.64,270.51,98.01,166.48,605.86,62.47,626.82,390.13,77.67,103.02,232.72,152.28,153.43,682.37,261.34,158.91,149.92,850.41,386.39,1606.78,76.65,451.49,272.11,221.25,34.05,171.33,77.45,128.36,49.24
196711,226.46,182.34,279.69,97.81,155.65,614.95,63.89,595.03,364.28,75.02,98.18,209.19,142.8,148.81,651.75,250.63,148.36,149.42,840.34,364.32,1617.88,80,474.69,261.07,200.38,34.02,173.02,85,123.87,46.81
196712,227.34,180.13,262.08,93.84,160.43,635.21,63.12,615.73,355.65,74.22,96.57,210.81,142,149.3,650.13,255.42,149.99,144.87,846.46,374.09,1604.35,80.56,483.82,259.81,199.11,34.05,174.25,91.47,120.58,45.71
196801,236,178.8,290.89,96.13,164.9,648,67.59,633.81,379.78,75.36,102.99,220.53,148.83,156.41,685.84,267.4,158.02,153.85,872.03,388.63,1674.68,93.25,494.63,279.79,203.18,38,178.88,102.37,130.1,48.06
196802,233.31,177.11,290.71,93.7,158.32,580.62,68.02,591.74,361.7,76.87,103.14,211.77,143.01,142.19,654.65,237.7,152.95,157.4,860.96,388.02,1719.76,91.07,454.14,269.31,185.78,38.6,181.84,95.23,134.07,47.88
196803,229.49,173.78,312.97,88.21,149.76,562.39,64.24,564.69,344.44,75.14,98.75,201.15,134.32,135.54,629.78,227.95,151.61,146.36,833.71,380.55,1662.72,83.96,433.59,256.33,180.6,33.53,181.5,87.96,129.81,44
196804,229.66,177.11,307.01,92.84,152.69,581.76,62.37,564.65,342.02,75.46,98.92,199.47,133.52,134.29,626.63,228.75,149.82,99.94,839.39,358.71,1640.51,83.69,452.31,262.67,182.73,32.83,188.41,90,130.58,43.39
196805,253.66,186.81,324.02,109.93,179.25,646.06,71.35,631.4,368.52,86.16,113.68,214.6,150.2,156.73,699.11,253.99,159.62,112.84,884.92,366.04,1676.87,99.37,507.67,300.78,205.21,38.19,210.61,106.42,145.17,50.33
196806,271.91,193.33,322.01,116.85,184.87,659.21,76.11,650.42,368.7,92.9,119.48,225.28,155.8,162.16,697.18,263.29,166.08,125.2,926.88,366.06,1648.75,103.23,525.72,322.41,218.51,42.67,215.63,121.05,155.74,53.24
196807,276.6,219.79,365.36,111.31,188.14,614.01,77.11,624.95,362.51,89.17,118.91,225.08,153.22,153.47,645.25,261.2,166.3,126.98,940.14,393.25,1538.98,100.07,476.79,320.02,213.83,53.93,208.52,135.2,180.01,58.57
196808,264.3,221.12,360.29,106.7,175.96,587.52,74.72,599.06,358.11,85.63,118.59,209.5,146.8,147.21,629.21,243.27,155.27,124.17,988.54,392.7,1535.98,94.88,450.15,307.31,205.19,49.53,198,126.15,175.84,55.54
196809,269.13,237.53,344.74,111.26,175.24,599.01,79.22,600.71,365.53,92.8,127.4,211.29,152.21,148.06,634.41,246.98,141.23,122.3,994.86,387.58,1539.82,94.96,454.19,324.15,206.01,49.56,201.9,133.57,174.13,57.98
196810,278.86,248.3,363.97,125.41,190.01,616.87,82.13,605.68,390.46,99.5,133.65,231.36,161.52,154.07,678.75,252.68,146.61,130.88,1030.36,387.31,1583.61,104.61,469.02,336.08,229.23,54,219.68,144.03,189.65,62.02
196811,281.41,235.61,369.67,124.68,196.52,627.39,83.38,605.03,403.89,101.36,131.34,237.84,163.66,152.76,704.75,248.62,145.18,124.11,1053.71,387.85,1633.73,104.57,447.36,352.79,228.14,56.1,222.79,153.63,195.21,62.06
196812,296.07,247.2,364.33,132.13,199.08,669.58,88.2,651.93,421.29,107.73,139.48,252.29,173.03,160.33,681,267.31,162.1,135.69,1117.84,420.15,1707.8,111.4,485.82,377.84,244.99,62.03,232.17,168.32,207.66,69.09
196901,290.46,245.02,401.31,126.58,188.9,621.76,86.89,644.27,409.63,103.75,136.73,256.15,169.7,151.51,653.57,259.73,166.55,135.91,1088.24,406.76,1591.17,106.36,458.88,361.7,236.81,63.35,223.2,170.8,197.48,68.98
196902,291.04,243.7,415.48,124.91,180.48,621.87,86.23,642.37,407.24,99.2,135.32,267.01,168.58,151.4,646.96,251.8,161.7,137,1074.23,415.41,1610.22,108.74,439.6,355.88,243.59,62.27,221.16,169.06,197.19,66.45
196903,273.84,230.75,372.34,117.36,173.54,591.23,77.93,607.37,381.96,90.88,127.63,242.56,157.1,144.78,625.52,231.4,149.64,126.92,1011.77,391.95,1541.77,98.21,426,338.42,226.63,53.79,215.51,149.01,179.75,60.04
196904,282.17,233.82,365.42,118.2,179.8,603.83,78.67,626.99,385.58,88.96,133,249.12,161.26,149.6,655.28,227.66,147.86,119.21,1084.03,385.53,1585.91,102.26,452.5,366.31,218.99,55.53,227.8,153.87,185.6,60.63
196905,287.93,236.27,357.76,125.16,179.77,633.73,77.45,657.6,380.73,88.52,135.85,248.59,160.96,148.13,654.02,219.09,149.39,106.55,1079.2,389.35,1708.57,104.1,471.36,381.05,207.84,57.42,237.6,164.06,190.72,60.3
196906,291.8,242.61,360.3,120.6,182.86,633.57,76.86,666.52,376.69,89.15,136.24,239.77,158.69,149.6,656.56,203.11,151.39,106.92,1109.88,387.65,1712.2,101.95,462.32,380.18,202.41,54.68,238.98,169.01,189.23,59.9
196907,280.62,201.49,338.54,103.38,166.08,555.22,69.58,598.53,337.51,79.61,125.15,207.44,146.47,142.26,587.27,170.6,144.05,97.32,999.07,358.74,1552.99,95.68,425.38,321.84,180.99,56.09,214.2,156.64,231.66,55.71
196908,263.07,197.14,322.01,94.48,148.02,535.64,61.08,581.72,325.96,74.4,116.18,193.73,136.64,129.92,545.92,149.27,129.85,102.47,900.33,346.78,1483.21,88.91,406.73,310.75,158.15,50.31,196.17,140.32,211.09,49.58
196909,275.02,209.7,331.29,101.96,161.01,559.99,62.95,633.26,334.52,77.31,125.64,193.28,140.35,135.21,556.82,157,138.68,107.37,953.22,340.62,1492.7,89.81,434.23,326.2,167.77,53.37,212.77,152.73,233.06,51.02
196910,276.87,205.4,344.44,103.28,160.55,556.13,61.09,646.52,315.79,74.69,121.02,190.97,136.78,132.78,551.42,149.21,141.28,106.73,860.04,325.14,1431.4,91.55,437.91,326.18,164.78,53.46,210.99,150.92,230.62,50.33
196911,297.95,229.02,386.78,112.11,173.15,597.2,65.43,704.04,329.44,79.51,131.39,207.8,144.07,146.88,577.23,158.17,142.99,156.15,846.16,350.69,1481.47,101.8,462,341.06,172.46,59.42,223.8,164.41,252.87,54.33
196912,291.25,222.05,412.37,106.6,165.44,581.12,63.32,704.46,312.38,75.96,126.08,197.11,139.22,143.69,546.74,144.14,142.23,162.37,802.82,330.57,1484.68,99.1,452.66,331.44,157.67,54.29,215.83,160.33,235.11,50.39
197001,289.33,219.96,403.71,100.6,164.24,585.66,59.33,733.9,300.43,71.39,121.67,194.19,135.58,139.89,528.93,135.17,136.3,170.67,777.38,327.06,1399.33,99.16,449.61,324.13,144.95,52.54,210.86,151.79,228.86,45.76
197002,284.13,216.78,375.03,93.39,145.42,544.86,56.19,681.33,280.02,68.02,110.3,180.94,126.48,131.06,481.62,118.95,133.89,169.95,684.84,312.04,1363.55,88.61,408.54,296.99,133.86,48.46,198.48,132.75,207.51,44.17
197003,298.62,231.07,372.08,101.02,146.89,545.33,57.91,717.1,288.34,71.08,119.56,198.96,134.02,141.19,514.27,124.93,141.09,198.53,714.93,336.32,1457.66,90.85,419.21,311.83,145.14,49.22,209.28,141.48,230.09,45.86
197004,294.97,228.97,376.68,98.07,141.82,539.1,57.12,679.99,290.09,71.61,117.72,200.21,138.19,147.51,538.25,121.54,141.44,191.54,711.46,344.62,1487.36,86.3,413.12,308.07,140.02,46.55,206.85,130.82,229.05,44.63
197005,264.81,207.24,365.58,79.03,119.74,501.15,48.81,610.96,277.42,65.92,106.08,182.88,121.86,135.09,488.46,103.99,122.44,163.33,646.13,315.63,1356.59,67.45,354.04,279.05,123.24,36.96,186.92,104.83,199.32,38.2
197006,247.61,193.99,374.51,72.15,100.07,458.84,44.09,561.58,267.46,58.98,95.81,164.04,109.4,122.94,459.84,94.47,117.41,172.91,662.88,296.89,1291.29,59.82,319.44,253.26,114.31,33.45,168.55,90.16,182.19,33.94
197007,235.56,179.09,399.37,71.45,86.5,420.45,41.92,527.78,265.37,52.48,89.56,151.72,96.99,126.86,429.63,82.7,112.95,171.94,608.35,282.42,1144.28,55.41,282.26,238.23,99.78,33.5,153.7,82.18,171.33,30.21
197008,248.25,191,412.85,77.47,97.23,439.31,45.26,538.78,287.92,57.78,98.14,156.88,101.27,133.58,471.84,86.2,115.52,182.29,684.25,305.85,1261.79,59.1,289.57,254.16,107.98,34.98,171.29,85.5,187.11,32.99
197009,247.07,185.26,411.47,84.05,102.62,456.78,48.42,546.64,300.74,60.21,101.56,155.17,105.19,136.18,510.44,94.31,120.08,176.94,724.14,318.17,1323.57,61.87,314.4,271.25,116.21,37.2,179.33,91.04,197.27,34.94
197010,258.41,192.61,412.99,92.66,110.04,485.19,54.1,589.82,299.75,63.72,108.91,161.3,113.47,140.34,518.13,102.43,129.69,219.58,753.01,315.11,1307.85,70.63,345.61,276.46,126.44,43.11,191.41,106.45,206.86,37.01
197011,260.86,190.46,455.3,88.62,107.52,488.94,52.01,594.2,286.92,62.24,104.34,152.53,109.26,146.52,502.45,92.15,123.45,232.93,771.45,311.28,1258.81,67.15,332.67,265,119.99,39.77,190.27,103.62,191.28,33.72
197012,274.25,188.26,497,95.38,109.51,515.92,53.2,609.94,298.25,63.79,106.21,156.82,112.91,151.21,539.35,95.94,120.63,253.62,803.83,338.55,1320.73,69.06,347.7,264.05,123.53,39.24,205.32,111.04,203.18,35.59
197101,290.84,195.6,509.53,102.23,123.31,544.29,60.52,643.78,327.06,72.11,115.82,169.87,126.23,156.64,572.4,100.93,127.17,267.79,821.51,361.37,1407.84,71.58,362.99,289.5,137.1,43.55,217.26,117.77,221.72,38.45
197102,298.48,204.25,538.82,115.67,130.19,571.9,68.05,675.24,349.9,74.68,122.94,177.11,136.41,168.39,582.72,119.69,134.61,276.24,829.43,370.81,1545.16,78.42,382.3,304.93,158.69,50.02,234,126.05,232.97,43.86
197103,307.78,207.06,561.61,123.14,139.12,580.55,72.08,681.89,353.87,79.12,122.88,175.23,137.18,179.53,579.63,124.44,138.42,286.53,872.19,359.51,1448.59,81.23,393.83,310.26,164.35,50.87,242.55,134.09,238.24,45
197104,323,211.86,614.81,136.63,145.06,621.95,74.97,706.35,364.6,78.66,125.24,181.95,142.04,183.14,594.13,128.19,146.83,311.99,894.23,366.45,1455.4,87.4,430.33,323.59,168.99,55.97,257.68,146,254.37,45.63
197105,328.35,214.86,625.46,145.76,152.88,664.57,77.8,735.84,388.01,78.53,131.15,186.95,149.37,203.82,644.8,136.42,155.7,320.16,932.02,352.23,1520.83,90.37,442.73,332.46,189.73,56.85,271.65,150.69,259.76,48.64
197106,322.53,211.42,572.66,146.46,142.74,656.2,74.53,718.2,382.38,75.44,123.96,182.36,142.39,201.93,609.2,131.03,151.89,295.16,882.13,337.28,1426.44,86.7,416.32,322.32,165.1,54.99,265.6,152.29,245.31,45.05
197107,310.01,214.36,602.02,139.18,140.73,667.42,81.06,729.59,388.96,67.99,121.91,175.35,139.05,204.82,570.09,128.99,149.76,251.87,875.67,354.58,1328.67,81.36,402.33,316.18,161.04,58.17,257.81,142.78,231.84,42.51
197108,309.83,207.64,604.88,125.25,137.22,628.11,75.54,713.6,372.84,64.72,117.51,163,132.22,190.74,551.12,118.68,143.41,223.66,856.76,345.72,1279.68,73.37,367.32,300.39,152.94,54.61,249.99,131.89,227.12,39.24
197109,315.51,209.8,616.03,135.93,142.24,669.47,80.32,733.75,399.9,69.54,125.36,175.49,143.69,211.4,601.42,124.16,137.48,232.95,839.32,335.53,1260.79,75.82,388.97,305.59,176.8,56.91,265.04,138.21,241.73,40.55
197110,316.13,207.14,597.6,131.25,144.42,679.01,79.94,738.18,399.77,69.15,127.37,162.36,141.88,213.84,602.44,123.43,133.82,214.21,825.35,329.19,1262.46,75.06,382.41,301.3,175.92,56.65,266.28,138.02,240.2,41.81
197111,305.35,209.2,544.78,122.7,139.62,649.94,76.37,719.51,372.27,63.15,119.65,145.22,130.02,198.96,567.43,117.19,115.62,193.16,786.29,336.77,1239.34,70.74,365.67,288.7,172.44,54.53,256.68,134.85,234.25,40.84
197112,306.18,210.02,549.81,123.49,132.69,659.31,74.57,722.57,365.12,59.6,114.48,142.18,126.37,197.72,560.33,114.99,110.44,185.94,782.21,330.77,1230.3,70.2,371.2,283.79,172.35,52.94,256.85,135.75,235.43,39.39
197201,333.32,237.23,596.72,140.32,149.02,714.21,83.28,778.2,395.38,68.3,124.69,162.69,142.51,220.79,595.28,132.62,123.21,217.29,849.9,356.19,1319.88,80.22,414.53,317.59,189.14,60.33,282.02,151.95,248.51,44.51
197202,334.12,243.99,629.56,154.26,150.95,736.64,87.45,797.99,412.3,72.96,126.63,169.23,146.91,225.85,612.54,151.23,132.76,236.8,849.12,353.72,1333.17,84.83,449.74,313.46,203.49,64.51,279.45,166,250.21,49.2
197203,346.14,259.23,679.04,165.19,160.07,783.92,90.46,852.88,421.27,74.19,130.25,179.88,151.74,231.93,614.56,157.14,140.88,228.41,864.95,342.85,1322.46,86.79,459.36,324.38,211.75,67.57,294.56,180.1,249.86,50.72
197204,345.65,252.43,698.83,163.19,157.04,815.3,89.2,856.42,430.95,73.94,131.25,180.19,154.97,239.57,643.73,155.14,141.38,199.57,823.73,340.92,1314.37,84.99,466.46,334.38,213.92,68.16,300.66,185.21,262.98,51.04
197205,352.39,258.44,743.3,164.12,161.52,833.87,87.87,865.66,440.07,72.67,135.36,180.51,160.77,254.32,626.23,154.94,141.01,208.09,825.66,330.16,1300.38,83.56,470.14,336.62,218.24,70.22,296.59,188.85,268.27,52.92
197206,352.64,270.63,760.6,175.21,163.75,866.43,82.63,895.43,443.58,70.3,130.66,178.52,163.88,264.09,602.24,157.47,148.45,190.83,848.76,327.35,1301.98,82.8,486.79,343.36,223.99,70.9,301.22,197.13,262.64,52.08
197207,336.8,309.33,780.72,172.12,173.36,828.63,79.24,794.18,424.7,67.7,126.5,165.8,157.56,277.23,572.19,153.25,154.69,163.07,808.16,329.59,1286.14,81,473.71,328.58,203.95,74.98,268.55,190.85,236.16,56.97
197208,343.35,320.58,739.9,166.75,163.31,844.8,75.92,818.4,427.66,59.21,123.23,158.89,156.25,265.6,565.64,154.35,148.74,144.48,799.4,328.43,1295.62,78.7,478.33,336.43,198.46,71.14,264.16,178.33,233.47,55.43
197209,345.89,336.56,715.3,162.34,163.01,837.03,75.78,825.26,458.12,57.4,124.71,171.21,163.38,265.84,585.94,157.84,152.84,160.67,892.52,345.82,1347.38,78.97,491.03,338.65,199.2,72.52,263.15,175.02,247.13,57.95
197210,340.46,334,660.74,157.39,164.21,850.65,73.19,821.35,442.81,55.17,121.04,164.27,160.71,260.12,584.83,154.12,148.29,136.04,891.47,344.98,1401.27,77.3,485.13,330.09,186.3,70.78,262.43,175.45,245.82,55.55
197211,346.97,331.76,653.19,157.13,158.29,867.81,72.17,833.34,442.65,55.47,121.32,160.74,158.84,272.97,563.6,151.63,147.7,128.84,917.76,366.8,1433.1,75.59,470.98,340.09,191.7,70.18,263.93,183.26,250.12,51.32
197212,366.31,347.31,715.09,164.2,165.39,868,79.3,826.98,467.07,60.34,130.41,180.85,169.41,279.94,622.64,162.96,153.31,149.11,968.15,388.06,1517.85,78.75,482.11,358.71,201.55,72.82,280.54,193.69,261.55,53.41
197301,380.65,343.48,690.73,175.67,168.54,905.82,76.71,857.46,477.4,59.56,128.41,170.46,168.46,280.66,620.99,156.99,157.74,143.65,978.16,382.09,1536.93,77.98,494.57,360,193.57,73.54,285.8,201.3,258.58,52.11
197302,372.9,325.45,691.47,152.57,156.05,872.45,72.27,847.03,464.93,55.1,118.41,169.63,160.72,264.42,583.18,145.57,162.84,163.59,1024.01,364.45,1504.38,72.76,507.06,346.26,173.4,68.28,274.33,192.84,238.87,50.82
197303,361.23,331.29,679.14,134.63,148.45,862.61,65.1,839.13,460.74,50.39,109.84,165.38,154.21,247.08,540.07,138.11,170.28,163.39,951.95,354.87,1419.74,66.19,491,332.17,164.01,63.83,257.67,168.72,224.88,47.29
197304,356.07,332.79,682.27,128.67,145.72,850.49,61.84,845.32,463.44,50.54,108.18,171.33,148,247.05,527.43,135.69,167.69,164.47,981.57,345.92,1423.07,64.68,487.35,336.03,169.35,59.82,242.35,170.95,223.09,47.69
197305,341.18,315.84,621.08,120.96,131.22,803.52,55.01,798.4,445.84,46.86,104.48,172.81,138.67,225.9,510.15,125.67,165.89,148.26,979.75,342.54,1435.36,59.96,454.81,324.36,154.76,55.13,225.15,141.37,205.79,43.28
197306,339.32,313.63,604.68,113.4,126.98,799.06,50.77,805.34,439.01,44.07,99.8,162.63,134.07,228.92,474,119.64,164.41,145.24,939.22,341.38,1406.64,54.68,444.94,329.21,137.66,51.77,220.97,133.33,198.64,39.64
197307,195.81,203.03,639.46,59.31,62.61,506.14,31.87,429.72,304.6,32.33,60.76,128.64,89.27,158.03,342.12,94.06,140.18,84.72,626.93,277.88,954.83,29.64,215.44,204.33,83.06,27.89,134.1,59.8,105.87,49.84
197308,209.66,213.88,673.36,68.53,71.27,532.03,35.9,459.08,326.06,35.49,69.33,137.58,100.46,174.44,364.13,108.95,153.39,81.14,636.09,270.12,951.88,35.46,225.92,217.04,90.32,32.74,148.12,71.91,116.17,53.44
197309,206.13,210.07,619.25,67.6,69.63,509.46,32.92,435.57,318.71,33.73,67.95,137.78,103.02,164.85,349.18,104.04,153.33,72.14,608.55,262.44,903.21,34.97,218.56,227.28,86.24,32.32,141.32,70.48,113.75,51.98
197310,219.63,207.7,627.02,70.7,75.21,509.65,36.09,439,351.34,35.93,75.15,151.18,111.93,180.67,374.92,112.62,169.05,93.12,663.89,282.15,970.59,38.44,213.13,240.26,97.35,36.26,151.29,78.99,122.43,54.85
197311,214.02,210.99,623.74,67.75,72.16,517.77,33.51,446.85,362.79,37.4,76.19,162.21,116.26,178.26,356.09,112.18,180.76,103.69,704.86,271.1,916.78,36.71,226.16,242.29,98.07,36.42,146.6,75.28,122.39,54.79
197312,188.17,187.63,569.61,50.42,59.9,456.42,25.21,420.45,296.08,31.38,64.06,137.65,102.11,161.67,275.99,93.85,171.34,91.13,664.14,237.74,837.87,30.8,201.61,208.5,83.22,29.93,121.48,53.48,108.24,47.71
197401,185.8,197.19,582.02,48.5,57.68,445.16,22.99,407.28,312.59,29.33,64.42,153.47,105.24,144.1,268.32,93.86,185.23,100.5,720.73,244.59,873.12,31.58,193.21,216.28,89.48,28.02,120.36,56.14,110.7,47.69
197402,188.97,195.55,599.12,52.76,56.56,435.86,25.37,396.83,319.36,32.5,67.94,161.04,101.73,145.15,298.74,99.79,194.11,105.97,663.63,254.42,890.64,32.12,196.49,216.48,89.76,29.54,129.86,57.54,111.01,48.41
197403,189.08,191.7,605.44,52.21,54.34,419.48,26.09,390.84,323.72,32.29,70.74,164.82,101.67,141.74,294.43,104.39,196.83,111.74,653.22,253.2,941.6,31.65,196.96,216.7,96.41,30.18,131.61,54.78,112.24,48.05
197404,184.81,186.8,568.18,54.64,56.41,418.27,25.74,398.35,327.97,33.44,70.88,161.97,96.47,138.53,294.66,98.04,184.69,116.9,638.87,242.83,895.3,31.11,193.18,215.81,92.25,30.56,126.34,56.7,107.22,46.58
197405,178.48,179.87,552.05,51.03,53.12,403,25.06,398.41,333.72,33.42,67.6,163.47,92.91,132.43,287.47,94.58,170.08,119.53,596.85,212.91,847.78,28.41,186.91,209.95,88.51,30.14,124.38,55.53,100.48,44.12
197406,172.35,178.4,578.21,51.96,51.91,414.27,23.44,396.62,331.84,31.4,62.11,149.05,88.03,124.05,296.77,88.4,155.85,109.67,547.36,200.52,823.33,25.8,179.81,202,83.86,29.08,127.53,53.83,90.72,41.32
197407,172.02,171.68,576.9,49.08,54.56,415.93,22.84,382.62,340.19,30.74,60.54,153.57,88.45,117.24,296.32,91.97,155.67,87.86,515.63,195.67,835.96,24.98,177.3,199.54,83.02,27.18,127.92,53.02,86.02,39.19
197408,150.58,152.26,537.63,43.06,52.18,359.53,21.97,331.13,325.01,29.99,56.79,161.1,82.34,111.71,266.32,85.95,165.01,79.72,517.8,195.96,772.21,23.26,163.99,187.74,77.09,26.16,110.36,44.64,80.34,36.24
197409,135.02,124.7,517.37,43.15,45.85,317.45,20.95,302.76,290.6,27.64,51.47,146.41,73.83,96.44,255.19,76.84,146.96,78.6,468.29,176.91,776.81,20.53,156.03,170.47,69.1,23.47,95.05,42.72,70.57,32.91
197410,117.61,102.93,453.44,34.61,43.56,263.4,18.89,255.61,260.57,24.74,45.15,134.2,65.16,83.37,238.31,70.29,127.61,73.56,430.9,173.15,745.34,19.23,130,146.63,63.23,20.88,84.75,34.71,65.28,29.17
197411,141.29,112.91,555.27,38.14,44.47,306.85,19.71,330.85,306.72,25.84,52.14,143.48,80.06,100.02,234.32,77.35,152.67,107,520.39,196.21,826.23,22.56,150.19,173.4,74.96,24.43,91.34,41.17,79.58,35.2
197412,136.4,107.78,555.19,36.77,43.03,289.39,17.35,325.54,274.31,21.99,49.38,138.9,77.92,91.75,216.35,76.31,147.57,120.97,506.22,193.88,788.61,21.41,142.31,158.2,69.25,23.21,85.57,38.59,78.27,34.89
197501,137.64,98.75,565.23,33.14,42.37,272.95,16.65,321.56,263.25,21.53,46.18,133.25,74.75,87.26,215.71,71.27,135.61,121.51,513.06,190.77,797.54,21.21,135.27,147.59,66.16,22.66,83.96,34.8,76.05,32.71
197502,164.37,124.52,594.32,43.35,52.19,319.88,22.19,321.85,290.52,25.85,57.91,156.86,83.3,103.86,261.9,83.82,152.62,142.91,544.91,225.52,886.09,26.23,156.65,161.87,77.54,26.65,106.46,44.5,89.3,37.86
197503,171.47,143.78,569.07,48.8,56.95,357.67,22.31,372.03,314.19,26.65,60.37,157,89.48,115.74,259.95,89.76,165.37,149.91,552.33,225.48,919.75,27.87,177.51,175.29,81.36,28.21,110.87,52.07,89.38,39.33
197504,180.29,149.98,601.25,55.93,61.71,372.24,27.42,376.44,335.28,28.76,65.58,176.71,94.19,120.28,280.12,97.92,178.95,176.75,537.81,222.13,908.48,29.25,178.89,176.41,84.47,30.31,122.84,58.63,91.73,40.43
197505,182.56,144.48,631.76,60.55,66.2,396.72,28.89,378.95,391.39,31.36,68.3,193.2,99.44,131.51,288.23,107.62,194.16,215.18,573.22,217.27,899.86,29.87,189.29,195.84,88.02,31.72,123.77,67.22,92.81,42.29
197506,195.67,151.24,638.35,62.46,69.15,408.16,29.4,411.87,390.9,32.64,71.68,183.68,103.91,149.06,299.63,121.25,205.98,264.99,636.62,233.53,941.97,32.15,200.81,202.53,87.82,33.09,129.69,69.78,98.7,44.84
197507,203.65,204.16,745.06,66.22,72.26,418.41,31.74,380.12,382.1,34.73,75.03,188,113.99,145.16,331.03,129.57,227.64,202.48,634.64,267.57,961.26,34.97,204.28,201.29,88.9,33.75,143.19,73.11,104.29,46.29
197508,193.26,204.23,695.14,61.72,68.05,390.04,30.53,334.18,370.97,33.39,71.14,175.06,109.03,135.8,334.03,121.18,217.72,195.8,605.44,253.33,920.71,32.72,185.57,190.54,86.34,33.29,131.33,66.52,96.85,44.07
197509,188.68,194.18,657.79,60.19,65.81,371.56,28.68,323.54,376.15,32.51,69.84,179.96,106.48,127.42,322.49,121.31,197.63,187.96,596.61,247.77,875.4,31.25,179.03,192.09,83.12,32.13,131.79,64.47,90.78,41.89
197510,182.66,182.22,666.33,59.16,62.14,355.44,28.58,306.65,343.33,32.27,65.1,170.2,101.95,117.81,317.98,115.68,190.13,190.12,588.88,244.52,861,29.45,177.64,179.77,81.61,30.86,126.92,62.33,83.61,39.37
197511,208.03,183.63,707.61,60.05,66.57,388.52,32.15,339.07,365.39,34.75,68.3,164.59,104.37,117.82,347.21,117.26,184.62,159.57,582.96,258.89,919.65,30.49,193.08,196.69,85.23,32.01,141.61,69.5,87.91,40.96
197512,216.67,187.89,743.57,62.65,69.31,401.92,34.8,360.38,371.52,36.25,70.35,166.23,104.51,125.92,359.3,116.58,179.6,164.06,568.95,264.88,969.92,31.62,202.17,206.03,89.69,32.79,147.19,76.12,92.11,41.98
197601,211.32,187.87,739.63,61.16,68.75,387.37,34.59,337.19,374.38,35.79,70.79,169.53,104.82,119.28,362.97,112.26,181.73,183.52,575.53,266.75,965.35,31.09,200.14,200.16,91.36,33.03,142.08,75.25,91.72,41.26
197602,227.61,217.73,795.11,74.42,79.68,434.87,42.34,363.31,449.22,42.99,83.77,205.5,125.15,140.05,412.65,132.02,206.06,221.95,623.4,287.73,1057.02,35.55,236.8,234.06,104.7,38.39,153.64,84.77,102.93,46.07
197603,218.1,220.76,780.08,77.31,82.95,424.76,45.23,338.14,458.91,44.87,88.1,214.43,130.36,144.71,427.43,137.86,209.67,224.2,597.85,275.45,1080.74,37.72,239.16,238.3,112.02,41.39,160.19,89.72,104.9,47.74
197604,222.54,220.49,784.47,78.4,82.23,436.89,47.37,362.58,441.77,44.91,90.54,216.34,130.61,147.43,447.75,145.75,219.98,214.5,642.49,277.42,1083.45,37.31,247,242.87,109.25,41.49,167.5,90.69,107.92,48.14
197605,221.49,210.99,773.52,77.81,80.15,417.39,46.29,346.82,446.25,42.75,91.36,224.01,130.21,148.4,453.5,149.58,224.23,239.06,665.74,277.76,1102.05,36.28,239.24,238.97,109.61,40.91,159.23,85.53,105.18,48.1
197606,220.52,199.08,749.2,77.83,78.14,407.04,42.22,335.6,436.65,40.25,87.66,223.04,133.11,145.6,435.3,151.19,222.86,262.99,694.72,271.62,1055.56,35.93,240.08,234.37,110.81,41.23,149.11,79.45,102.54,47.34
197607,225.56,209.18,755.13,77.54,79.4,412.44,42.24,335.78,426.63,40.4,88.55,237.68,136.45,158.92,439.36,173.75,255.59,267.27,661.5,300.93,1111.36,37.63,250.2,226.36,114.59,39.94,142.21,82.02,112.35,40.33
197608,231.04,208.24,775.38,75.18,81.56,402.51,41.47,334.35,416.87,40.43,86.36,231.89,134.67,156.95,445.71,166.36,246.03,248.49,657.24,307.82,1125.06,36.88,244.46,227.62,116.86,39.47,140.31,78.05,113.63,40.85
197609,229.27,205.41,799.13,72.51,80.49,399.16,40.05,339.84,401.16,39.4,85.28,223.91,131.25,153.27,440.54,166.42,238.12,226.84,647.05,314.07,1163.69,36.03,243.44,226.65,111.56,38.48,146.4,76.58,113.27,39.99
197610,229.34,200.06,850.19,72.14,84.27,399.29,41.14,352.07,401.86,38.92,88.33,227.33,131.72,159.95,466.04,172.6,240.97,243.05,692.85,325.23,1178.95,37.16,250.16,236.69,110.96,38.58,146.83,75.69,113.36,40.55
